Palmeiras,Flamengo,Athletico Paranaense,Fluminense,Cruzeiro,Bahia,Corinthians,Red Bull Bragantino,Botafogo,Coritiba,Atlético-MG,São Paulo,Vitória,Grêmio,Mirassol,Internacional,Santos,Vasco da Gama,Remo,Chapecoense
5662.0,4309.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4175.0,5481.0,259.0,49.0,20.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,194.0,5563.0,1832.0,799.0,275.0,195.0,115.0,649.0,23.0,157.0,38.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
13.0,12.0,2080.0,2657.0,1451.0,750.0,588.0,337.0,1383.0,87.0,452.0,138.0,1.0,22.0,24.0,4.0,1.0,0.0,0.0,0.0
4.0,3.0,996.0,1859.0,1541.0,1137.0,984.0,524.0,1654.0,143.0,729.0,255.0,11.0,68.0,71.0,10.0,5.0,6.0,0.0,0.0
0.0,1.0,500.0,1332.0,1492.0,1381.0,1141.0,723.0,1479.0,305.0,908.0,444.0,25.0,96.0,139.0,16.0,9.0,7.0,2.0,0.0
0.0,0.0,288.0,838.0,1243.0,1353.0,1234.0,1004.0,1313.0,409.0,1123.0,643.0,49.0,184.0,238.0,27.0,20.0,29.0,5.0,0.0
0.0,0.0,126.0,560.0,1024.0,1312.0,1285.0,1122.0,1057.0,609.0,1124.0,866.0,86.0,316.0,342.0,60.0,42.0,51.0,18.0,0.0
0.0,0.0,86.0,356.0,828.0,1040.0,1196.0,1269.0,798.0,804.0,1278.0,998.0,167.0,405.0,497.0,103.0,67.0,83.0,25.0,0.0
0.0,0.0,45.0,226.0,638.0,887.0,1088.0,1182.0,644.0,953.0,1187.0,1121.0,247.0,580.0,655.0,228.0,129.0,139.0,51.0,0.0
0.0,0.0,18.0,120.0,412.0,689.0,782.0,1084.0,405.0,1222.0,973.0,1279.0,391.0,849.0,868.0,333.0,193.0,266.0,116.0,0.0
0.0,0.0,10.0,79.0,263.0,496.0,610.0,899.0,283.0,1321.0,766.0,1203.0,571.0,1023.0,1073.0,476.0,322.0,410.0,195.0,0.0
0.0,0.0,3.0,50.0,135.0,303.0,381.0,673.0,150.0,1254.0,543.0,970.0,823.0,1320.0,1238.0,778.0,502.0,571.0,306.0,0.0
0.0,0.0,1.0,18.0,88.0,195.0,258.0,442.0,90.0,983.0,338.0,770.0,1072.0,1316.0,1358.0,1056.0,673.0,869.0,472.0,1.0
0.0,0.0,1.0,15.0,38.0,101.0,149.0,305.0,42.0,776.0,217.0,550.0,1277.0,1180.0,1120.0,1267.0,1011.0,1150.0,799.0,2.0
0.0,0.0,0.0,3.0,23.0,55.0,60.0,168.0,22.0,522.0,122.0,369.0,1416.0,1018.0,939.0,1494.0,1258.0,1431.0,1098.0,2.0
0.0,0.0,0.0,1.0,4.0,17.0,25.0,96.0,13.0,343.0,61.0,181.0,1483.0,782.0,704.0,1506.0,1541.0,1663.0,1562.0,18.0
0.0,0.0,0.0,0.0,0.0,8.0,16.0,48.0,3.0,190.0,19.0,126.0,1358.0,520.0,479.0,1400.0,1974.0,1680.0,2144.0,35.0
0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,2.0,56.0,3.0,48.0,998.0,311.0,243.0,1212.0,2184.0,1593.0,3112.0,222.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,6.0,30.0,69.0,52.0,95.0,9720.0
