Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Brighton & Hove Albion,Sunderland,AFC Bournemouth,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
8163.0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837.0,8148.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,4801.0,3559.0,1440.0,143.0,12.0,9.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,3243.0,3685.0,2286.0,509.0,62.0,61.0,122.0,24.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1400.0,2051.0,3483.0,1645.0,336.0,369.0,511.0,113.0,52.0,26.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,392.0,528.0,1623.0,2805.0,1016.0,970.0,1719.0,441.0,273.0,137.0,34.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,107.0,130.0,668.0,1774.0,1691.0,1508.0,1931.0,812.0,704.0,419.0,95.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,39.0,29.0,289.0,1235.0,1776.0,1720.0,1763.0,986.0,967.0,663.0,204.0,325.0,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.0,8.0,147.0,840.0,1665.0,1676.0,1419.0,1199.0,1261.0,917.0,336.0,505.0,17.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,43.0,531.0,1367.0,1402.0,1044.0,1496.0,1622.0,1166.0,536.0,769.0,21.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,16.0,303.0,930.0,1031.0,656.0,1659.0,1623.0,1558.0,888.0,1254.0,81.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,151.0,688.0,771.0,473.0,1542.0,1486.0,1753.0,1321.0,1592.0,210.0,9.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,53.0,318.0,345.0,235.0,1111.0,1119.0,1813.0,2245.0,2137.0,575.0,40.0,9.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,127.0,125.0,91.0,548.0,689.0,1320.0,3000.0,2359.0,1483.0,191.0,48.0,9.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,15.0,66.0,193.0,220.0,1207.0,753.0,5877.0,1069.0,362.0,212.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,118.0,74.0,1311.0,5184.0,1758.0,1541.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,356.0,2457.0,4024.0,3151.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1050.0,3799.0,5081.0,4.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7485.0,2509.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,7490.0
