Internazionale,Napoli,AC Milan,Juventus,Como,AS Roma,Atalanta,Bologna,Lazio,Udinese,Sassuolo,Torino,Genoa,Parma,Fiorentina,Cagliari,Cremonese,Lecce,Hellas Verona,Pisa
9992.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,6641.0,1751.0,1170.0,412.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2196.0,3027.0,3099.0,1529.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,798.0,2666.0,2909.0,2902.0,700.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,313.0,1944.0,2147.0,3496.0,1944.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,44.0,588.0,645.0,1557.0,6027.0,1134.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,24.0,30.0,104.0,1158.0,8346.0,276.0,27.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,306.0,5445.0,2075.0,1632.0,511.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,2674.0,3245.0,2673.0,1231.0,115.0,18.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0,2790.0,3116.0,2400.0,359.0,99.0,17.0,36.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1607.0,1985.0,4177.0,1038.0,412.0,92.0,277.0,12.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,229.0,457.0,1193.0,3311.0,2457.0,547.0,1599.0,185.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,97.0,359.0,2684.0,2779.0,1260.0,2274.0,514.0,3.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,100.0,1573.0,2204.0,2469.0,2592.0,1001.0,19.0,28.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,678.0,1463.0,3369.0,2179.0,2133.0,68.0,90.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,216.0,533.0,2134.0,940.0,5286.0,405.0,484.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,109.0,89.0,792.0,4874.0,4065.0,1.0,37.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,72.0,4529.0,5216.0,8.0,167.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,109.0,3303.0,6486.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6688.0,3310.0
