Excelsior,Go Ahead Eagles,AZ Alkmaar,Ajax Amsterdam,FC Groningen,Telstar,Feyenoord Rotterdam,Heerenveen,Fortuna Sittard,PSV Eindhoven,NEC Nijmegen,FC Utrecht,Sparta Rotterdam,FC Twente,ADO Den Haag,PEC Zwolle,Willem II,SC Cambuur
7112.0,1223.0,700.0,824.0,35.0,57.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,3031.0,2272.0,3155.0,339.0,491.0,598.0,39.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.0,249.0,1492.0,3307.0,966.0,1477.0,1944.0,197.0,19.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546.0,669.0,564.0,1383.0,1031.0,1829.0,2944.0,639.0,96.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652.0,1118.0,934.0,383.0,919.0,1289.0,2359.0,1031.0,320.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591.0,1405.0,1212.0,348.0,1084.0,821.0,1041.0,1042.0,614.0,1842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443.0,1355.0,1541.0,319.0,1948.0,883.0,317.0,691.0,670.0,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.0,768.0,1021.0,219.0,2672.0,2068.0,483.0,1200.0,310.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,182.0,264.0,62.0,1006.0,1085.0,269.0,5157.0,110.0,195.0,617.0,580.0,34.0,282.0,51.0,9.0,45.0,11.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,110.0,3084.0,3317.0,244.0,1782.0,524.0,62.0,326.0,77.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,589.0,108.0,1851.0,405.0,2839.0,1259.0,193.0,926.0,309.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302.0,1172.0,623.0,491.0,260.0,1570.0,1437.0,299.0,1374.0,472.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2117.0,1083.0,1457.0,1034.0,465.0,739.0,998.0,305.0,1250.0,552.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,595.0,1887.0,1240.0,1671.0,785.0,813.0,368.0,961.0,594.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,187.0,1494.0,974.0,3075.0,900.0,1595.0,337.0,621.0,505.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,32.0,592.0,429.0,2751.0,812.0,2212.0,2587.0,243.0,298.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,127.0,78.0,1007.0,255.0,1006.0,4421.0,3031.0,70.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,88.0,36.0,105.0,1419.0,1223.0,7112.0
