Palmeiras,Flamengo,Athletico Paranaense,Fluminense,Cruzeiro,Bahia,Corinthians,Red Bull Bragantino,Botafogo,Coritiba,Atlético-MG,São Paulo,Vitória,Grêmio,Mirassol,Internacional,Santos,Vasco da Gama,Remo,Chapecoense
6034.0,3953.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3852.0,5838.0,235.0,44.0,9.0,7.0,2.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,186.0,5398.0,1922.0,785.0,307.0,172.0,147.0,746.0,24.0,156.0,40.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
9.0,20.0,2044.0,2648.0,1409.0,818.0,541.0,355.0,1451.0,87.0,443.0,119.0,3.0,20.0,32.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,1107.0,1882.0,1586.0,1109.0,835.0,550.0,1666.0,172.0,679.0,259.0,11.0,55.0,71.0,5.0,8.0,1.0,0.0,0.0
0.0,0.0,601.0,1292.0,1483.0,1335.0,1064.0,776.0,1538.0,316.0,898.0,411.0,22.0,111.0,113.0,23.0,5.0,8.0,4.0,0.0
0.0,0.0,301.0,810.0,1265.0,1422.0,1249.0,1006.0,1250.0,478.0,1085.0,587.0,39.0,189.0,240.0,34.0,20.0,18.0,7.0,0.0
0.0,0.0,146.0,572.0,1063.0,1242.0,1355.0,1127.0,1003.0,609.0,1209.0,724.0,110.0,311.0,375.0,71.0,42.0,32.0,9.0,0.0
0.0,0.0,84.0,364.0,851.0,1100.0,1179.0,1246.0,813.0,867.0,1195.0,933.0,136.0,415.0,509.0,132.0,61.0,85.0,30.0,0.0
0.0,0.0,39.0,189.0,602.0,845.0,1083.0,1157.0,604.0,1126.0,1193.0,1170.0,238.0,589.0,688.0,196.0,117.0,113.0,51.0,0.0
0.0,0.0,20.0,125.0,407.0,621.0,878.0,1083.0,375.0,1305.0,1020.0,1179.0,401.0,839.0,933.0,306.0,190.0,215.0,103.0,0.0
0.0,0.0,6.0,94.0,254.0,496.0,612.0,873.0,264.0,1330.0,785.0,1237.0,545.0,1092.0,1073.0,523.0,316.0,346.0,154.0,0.0
0.0,0.0,5.0,38.0,154.0,328.0,424.0,683.0,139.0,1197.0,541.0,1083.0,804.0,1254.0,1310.0,749.0,487.0,501.0,303.0,0.0
0.0,0.0,2.0,14.0,85.0,187.0,293.0,429.0,79.0,889.0,373.0,858.0,1070.0,1323.0,1264.0,1125.0,740.0,790.0,479.0,0.0
0.0,0.0,1.0,5.0,27.0,95.0,182.0,273.0,33.0,673.0,215.0,585.0,1312.0,1246.0,1177.0,1264.0,987.0,1166.0,759.0,0.0
0.0,0.0,0.0,1.0,11.0,54.0,70.0,160.0,22.0,477.0,125.0,388.0,1451.0,989.0,891.0,1484.0,1284.0,1446.0,1141.0,6.0
0.0,0.0,0.0,0.0,5.0,21.0,44.0,86.0,6.0,261.0,48.0,242.0,1452.0,764.0,671.0,1556.0,1580.0,1746.0,1508.0,10.0
0.0,0.0,0.0,0.0,2.0,10.0,14.0,41.0,0.0,142.0,25.0,139.0,1364.0,512.0,447.0,1387.0,1872.0,1730.0,2269.0,46.0
0.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,0.0,47.0,8.0,45.0,1020.0,284.0,192.0,1108.0,2207.0,1744.0,3077.0,253.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,5.0,36.0,84.0,59.0,106.0,9685.0
