Internazionale,AC Milan,Napoli,Como,Juventus,AS Roma,Atalanta,Lazio,Bologna,Sassuolo,Udinese,Parma,Genoa,Torino,Cagliari,Fiorentina,Cremonese,Lecce,Hellas Verona,Pisa
9749.0,187.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.0,5790.0,2676.0,1179.0,108.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2588.0,3727.0,2912.0,559.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1111.0,2435.0,3793.0,1806.0,820.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,265.0,878.0,1560.0,4464.0,2529.0,303.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,59.0,219.0,517.0,2631.0,5368.0,1192.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.0,33.0,431.0,1060.0,7983.0,359.0,96.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,13.0,432.0,6006.0,1932.0,842.0,759.0,3.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,48.0,2312.0,3823.0,2126.0,1547.0,10.0,69.0,60.0,2.0,2.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,934.0,2536.0,3219.0,2741.0,56.0,253.0,198.0,15.0,41.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,340.0,1372.0,2744.0,3556.0,248.0,868.0,600.0,82.0,177.0,4.0,8.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,214.0,702.0,977.0,1258.0,3080.0,2102.0,527.0,983.0,46.0,78.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,240.0,294.0,1894.0,2355.0,2310.0,1042.0,1484.0,152.0,205.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,82.0,2370.0,1548.0,1860.0,1536.0,1802.0,349.0,381.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,2095.0,1023.0,1391.0,1876.0,2048.0,710.0,794.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1497.0,532.0,1024.0,2391.0,1787.0,1380.0,1373.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,212.0,364.0,1688.0,1120.0,3136.0,2935.0,2.0,53.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,55.0,85.0,836.0,544.0,4049.0,4066.0,22.0,264.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,172.0,155.0,3430.0,6227.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6545.0,3450.0
