Coventry City,Middlesbrough,Ipswich Town,Millwall,Hull City,Southampton,Wrexham,Derby County,Watford,Norwich City,Birmingham City,Queens Park Rangers,Preston North End,Swansea City,Stoke City,Bristol City,Sheffield United,Charlton Athletic,Blackburn Rovers,West Bromwich Albion,Portsmouth,Leicester City,Oxford United,Sheffield Wednesday
9900.0,39.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,4197.0,4801.0,821.0,45.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,3891.0,3431.0,2083.0,268.0,281.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1508.0,1293.0,4471.0,1097.0,1367.0,221.0,38.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,308.0,327.0,1797.0,2860.0,3262.0,1088.0,330.0,15.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,51.0,79.0,664.0,3155.0,2750.0,2120.0,969.0,122.0,54.0,25.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,9.0,145.0,1693.0,1472.0,3606.0,2194.0,405.0,219.0,125.0,39.0,11.0,10.0,34.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,17.0,703.0,628.0,2006.0,3674.0,1185.0,752.0,388.0,157.0,85.0,66.0,130.0,40.0,148.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,141.0,152.0,602.0,1572.0,2663.0,1736.0,1027.0,428.0,296.0,242.0,379.0,171.0,490.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,30.0,36.0,226.0,660.0,1901.0,1861.0,1566.0,683.0,486.0,446.0,767.0,370.0,766.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.0,12.0,59.0,293.0,1344.0,1503.0,1572.0,866.0,805.0,631.0,1085.0,530.0,972.0,319.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,25.0,151.0,899.0,1169.0,1386.0,1071.0,879.0,846.0,1315.0,679.0,1088.0,482.0,2.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,594.0,901.0,1158.0,1148.0,968.0,1047.0,1334.0,846.0,1245.0,669.0,3.0,14.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,397.0,702.0,926.0,1199.0,1152.0,1159.0,1274.0,1081.0,1239.0,794.0,8.0,25.0,6.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,256.0,527.0,712.0,1202.0,1345.0,1233.0,1212.0,1200.0,1147.0,1029.0,22.0,75.0,10.0,12.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,137.0,299.0,549.0,1168.0,1335.0,1432.0,1060.0,1365.0,1039.0,1350.0,45.0,159.0,26.0,30.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,161.0,363.0,1137.0,1259.0,1375.0,778.0,1601.0,976.0,1661.0,115.0,343.0,64.0,97.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,90.0,166.0,757.0,995.0,1174.0,496.0,1525.0,629.0,2293.0,370.0,918.0,191.0,319.0,59.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,134.0,321.0,276.0,113.0,485.0,193.0,791.0,1986.0,2994.0,869.0,1443.0,353.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,55.0,55.0,18.0,93.0,33.0,221.0,2265.0,2488.0,1586.0,2255.0,916.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,9.0,6.0,52.0,2328.0,1710.0,2062.0,2152.0,1667.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,1966.0,929.0,2263.0,2042.0,2787.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,890.0,339.0,2918.0,1647.0,4203.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
