Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9741.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259.0,9537.0,152.0,46.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,185.0,6573.0,2387.0,479.0,353.0,9.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19.0,2311.0,4678.0,1540.0,1170.0,127.0,92.0,20.0,28.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,710.0,1953.0,2918.0,2760.0,643.0,560.0,119.0,229.0,65.0,29.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,200.0,716.0,2389.0,2628.0,1395.0,1187.0,371.0,719.0,189.0,123.0,67.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,45.0,154.0,1286.0,1467.0,2154.0,1778.0,775.0,1314.0,391.0,406.0,192.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.0,47.0,718.0,797.0,1835.0,1832.0,1162.0,1726.0,616.0,720.0,438.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,18.0,364.0,419.0,1503.0,1632.0,1511.0,1650.0,959.0,1015.0,713.0,210.0,6.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0,207.0,227.0,1042.0,1268.0,1735.0,1514.0,1259.0,1371.0,1046.0,314.0,11.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,63.0,110.0,705.0,805.0,1650.0,1227.0,1562.0,1776.0,1451.0,605.0,33.0,12.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,27.0,47.0,366.0,511.0,1314.0,876.0,2029.0,1831.0,1870.0,1020.0,85.0,20.0,3.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,16.0,177.0,247.0,972.0,529.0,1813.0,1688.0,2340.0,1808.0,288.0,86.0,22.0,8.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,1.0,40.0,77.0,331.0,162.0,972.0,883.0,1469.0,4271.0,1148.0,432.0,161.0,51.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,34.0,22.0,120.0,133.0,351.0,1279.0,4295.0,2106.0,1318.0,335.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,20.0,49.0,288.0,2377.0,3945.0,2408.0,895.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,43.0,1296.0,2512.0,3698.0,2439.0,4.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,457.0,881.0,2374.0,6223.0,35.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,48.0,6944.0,2987.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017.0,6983.0
