home_team,away_team,p_home_book,p_draw_book,p_away_book
Birmingham City,Blackburn Rovers,0.5259437822963996,0.26679048964938845,0.20726572805421198
Blackburn Rovers,West Bromwich Albion,0.39148705235498066,0.28572537665283376,0.3227875709921856
Bristol City,Sheffield United,0.3017670769920959,0.26075360700278566,0.4374793160051185
Charlton Athletic,Bristol City,0.37487348713743385,0.2907233468091514,0.33440316605341475
Coventry City,Derby County,0.595979646994228,0.22717231121386616,0.17684804179190586
Derby County,Stoke City,0.47890008959759445,0.26831430279696383,0.25278560760544166
Hull City,Coventry City,0.260291031579886,0.24835944531204612,0.49134952310806784
Ipswich Town,Birmingham City,0.526356019179365,0.24897348313674866,0.2246704976838862
Leicester City,Preston North End,0.5012450071877378,0.26402398145178113,0.2347310113604812
Middlesbrough,Millwall,0.5358839576567002,0.24276472390138376,0.22135131844191608
Millwall,Norwich City,0.45055625938398247,0.2603858332470946,0.28905790736892295
Norwich City,Portsmouth,0.48967881976708827,0.2696973266478362,0.2406238535850755
Oxford United,Hull City,0.37503965650090526,0.2860487235353963,0.33891161996369845
Portsmouth,Oxford United,0.5015745748562286,0.27356204867499245,0.224863376468779
Preston North End,Queens Park Rangers,0.4047960132976896,0.2775204434412547,0.3176835432610557
Queens Park Rangers,Watford,0.34961393174221306,0.28301550045213925,0.3673705678056477
Sheffield United,Swansea City,0.5055095070460883,0.25974271353540995,0.23474777941850172
Sheffield Wednesday,Leicester City,0.17368082628893472,0.23015556026490885,0.5961636134461565
Stoke City,Sheffield Wednesday,0.7149381701158832,0.1833749845346281,0.1016868453494887
Swansea City,Middlesbrough,0.2741649966408572,0.26240803129265305,0.4634269720664898
Watford,Charlton Athletic,0.5407160891899743,0.2545266459545574,0.20475726485546825
West Bromwich Albion,Wrexham AFC,0.4386333105903765,0.28308684765946746,0.278279841750156
Wrexham AFC,Southampton,0.36260496363951517,0.2687217295959684,0.3686733067645164
