Bayern Munich,Borussia Dortmund,RB Leipzig,VfB Stuttgart,TSG Hoffenheim,Bayer Leverkusen,SC Freiburg,Eintracht Frankfurt,FC Augsburg,Mainz,1. FC Union Berlin,FC Cologne,Borussia Mönchengladbach,Hamburg SV,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9717.0,275.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,271.0,8216.0,1046.0,371.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,1314.0,5253.0,2632.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,174.0,2565.0,4637.0,2624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,21.0,1128.0,2360.0,6489.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,5257.0,4606.0,124.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4468.0,4746.0,615.0,165.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,269.0,608.0,4710.0,3287.0,482.0,188.0,309.0,83.0,64.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,2885.0,3747.0,1137.0,904.0,714.0,346.0,222.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,1556.0,2107.0,2059.0,1563.0,982.0,735.0,18.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,717.0,1970.0,2079.0,1924.0,1529.0,1273.0,60.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,327.0,1740.0,1945.0,1881.0,1954.0,1753.0,183.0,23.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,150.0,1470.0,1567.0,1748.0,2213.0,2322.0,391.0,93.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,984.0,1041.0,1450.0,2336.0,3038.0,885.0,220.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,214.0,402.0,550.0,589.0,5936.0,2177.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.0,2447.0,7153.0,378.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,325.0,9596.0
