home_team,away_team,p_home_book,p_draw_book,p_away_book
1. FC Heidenheim,Union Berlin,0.2848461167204447,0.2677340974774054,0.4474197858021499
1. FC Köln,Werder Bremen,0.4303625066050286,0.26442949774222096,0.3052079956527505
Augsburg,TSG Hoffenheim,0.2947773531354606,0.26128904275511844,0.44393360410942095
Bayer Leverkusen,VfL Wolfsburg,0.6705994508792825,0.18948036088615972,0.13992018823455768
Borussia Dortmund,Bayer Leverkusen,0.49155373159771976,0.2469748595802894,0.2614714088219908
Borussia Monchengladbach,1. FC Heidenheim,0.6062667217342212,0.21978313598615387,0.17395014227962494
Eintracht Frankfurt,1. FC Köln,0.4386675845993371,0.2650994421162959,0.29623297328436704
FC St. Pauli,Bayern Munich,0.10882760420302828,0.1752874554051095,0.7158849403918622
FSV Mainz 05,SC Freiburg,0.4531069598088463,0.2716693771249778,0.2752236630661759
Hamburger SV,Augsburg,0.4214569405401014,0.2730223802840961,0.30552067917580256
RB Leipzig,Borussia Monchengladbach,0.6182421327269079,0.2069730182667694,0.1747848490063228
SC Freiburg,Bayern Munich,0.1363264129365166,0.18030854067564545,0.683365046387838
TSG Hoffenheim,FSV Mainz 05,0.5387296642305826,0.23684613695176032,0.22442419881765713
Union Berlin,FC St. Pauli,0.44715127633950846,0.29515794617691804,0.2576907774835735
VfB Stuttgart,Borussia Dortmund,0.39811735344094906,0.24304747478434377,0.3588351717747072
VfB Stuttgart,Hamburger SV,0.6388779397274303,0.20511922632652552,0.15600283394604417
VfL Wolfsburg,Eintracht Frankfurt,0.3994576545891444,0.25496879243605947,0.3455735529747962
Werder Bremen,RB Leipzig,0.2900286050334393,0.24352205100063126,0.46644934396592946
