Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,499.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,473.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,26.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,454.0,16.0,13.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,32.0,243.0,116.0,16.0,75.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,14.0,115.0,128.0,40.0,134.0,50.0,5.0,6.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,65.0,107.0,86.0,119.0,71.0,17.0,13.0,4.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,36.0,73.0,121.0,61.0,114.0,26.0,34.0,3.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,18.0,37.0,113.0,47.0,106.0,48.0,37.0,12.0,31.0,35.0,15.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,19.0,66.0,28.0,67.0,77.0,48.0,32.0,73.0,56.0,26.0,2.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,5.0,30.0,8.0,39.0,97.0,77.0,40.0,78.0,62.0,49.0,11.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,7.0,21.0,70.0,75.0,71.0,78.0,92.0,47.0,17.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,11.0,56.0,82.0,76.0,58.0,80.0,75.0,33.0,12.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,46.0,59.0,105.0,59.0,63.0,83.0,51.0,19.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,40.0,89.0,45.0,62.0,100.0,89.0,25.0,19.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,55.0,31.0,17.0,66.0,167.0,78.0,37.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,11.0,8.0,32.0,102.0,222.0,102.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,26.0,124.0,309.0,28.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,26.0,464.0
