Excelsior,Go Ahead Eagles,AZ Alkmaar,Ajax Amsterdam,FC Groningen,Telstar,Feyenoord Rotterdam,Heerenveen,Fortuna Sittard,PSV Eindhoven,NEC Nijmegen,FC Utrecht,Sparta Rotterdam,FC Twente,ADO Den Haag,PEC Zwolle,Willem II,SC Cambuur
268.0,737.0,246.0,337.0,569.0,243.0,6130.0,222.0,5.0,157.0,119.0,681.0,0.0,115.0,0.0,0.0,75.0,96.0
684.0,1198.0,622.0,705.0,993.0,622.0,1698.0,554.0,26.0,405.0,374.0,1335.0,0.0,332.0,0.0,0.0,241.0,211.0
753.0,1162.0,704.0,800.0,999.0,695.0,822.0,686.0,62.0,544.0,408.0,1246.0,6.0,455.0,0.0,0.0,344.0,314.0
785.0,981.0,679.0,831.0,1001.0,762.0,484.0,771.0,95.0,610.0,575.0,1076.0,13.0,518.0,0.0,3.0,448.0,368.0
763.0,950.0,756.0,762.0,857.0,812.0,299.0,734.0,148.0,620.0,665.0,1002.0,14.0,589.0,0.0,1.0,521.0,507.0
772.0,814.0,771.0,826.0,837.0,782.0,184.0,796.0,183.0,737.0,625.0,833.0,15.0,671.0,0.0,4.0,567.0,583.0
790.0,768.0,738.0,814.0,806.0,782.0,121.0,734.0,232.0,702.0,723.0,753.0,28.0,719.0,0.0,10.0,659.0,621.0
786.0,628.0,773.0,811.0,667.0,832.0,97.0,797.0,285.0,810.0,708.0,661.0,40.0,753.0,0.0,12.0,688.0,652.0
714.0,609.0,746.0,756.0,676.0,795.0,78.0,761.0,408.0,779.0,778.0,560.0,76.0,810.0,0.0,25.0,696.0,733.0
735.0,567.0,771.0,702.0,630.0,726.0,30.0,776.0,498.0,803.0,798.0,482.0,110.0,785.0,0.0,32.0,776.0,779.0
689.0,462.0,719.0,672.0,550.0,737.0,28.0,737.0,610.0,774.0,831.0,395.0,172.0,821.0,0.0,58.0,862.0,883.0
630.0,384.0,697.0,643.0,479.0,642.0,12.0,698.0,830.0,782.0,880.0,347.0,251.0,789.0,0.0,116.0,878.0,942.0
613.0,316.0,639.0,527.0,365.0,592.0,12.0,650.0,1079.0,776.0,813.0,284.0,420.0,805.0,0.0,231.0,919.0,959.0
492.0,231.0,515.0,426.0,288.0,488.0,4.0,549.0,1490.0,667.0,763.0,194.0,717.0,813.0,0.0,449.0,958.0,956.0
347.0,126.0,417.0,244.0,199.0,328.0,0.0,347.0,1981.0,557.0,611.0,108.0,1514.0,638.0,0.0,939.0,824.0,820.0
150.0,58.0,167.0,110.0,67.0,130.0,1.0,148.0,1440.0,223.0,264.0,38.0,3579.0,316.0,0.0,2461.0,412.0,436.0
29.0,9.0,40.0,34.0,17.0,32.0,0.0,40.0,628.0,54.0,65.0,5.0,3045.0,71.0,0.0,5659.0,132.0,140.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0
