Excelsior,Go Ahead Eagles,AZ Alkmaar,Ajax Amsterdam,FC Groningen,Telstar,Feyenoord Rotterdam,Heerenveen,Fortuna Sittard,PSV Eindhoven,NEC Nijmegen,FC Utrecht,Sparta Rotterdam,FC Twente,ADO Den Haag,PEC Zwolle,Willem II,SC Cambuur
7206.0,1255.0,688.0,749.0,25.0,33.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,3236.0,2443.0,2990.0,311.0,407.0,521.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274.0,193.0,1577.0,3685.0,822.0,1399.0,1833.0,174.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521.0,615.0,473.0,1480.0,1115.0,1879.0,3055.0,515.0,68.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613.0,1057.0,945.0,314.0,903.0,1355.0,2567.0,977.0,291.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611.0,1371.0,1206.0,301.0,1043.0,787.0,1085.0,1084.0,521.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454.0,1356.0,1409.0,265.0,2027.0,828.0,290.0,670.0,598.0,2103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0,734.0,1026.0,170.0,2721.0,2226.0,396.0,1144.0,310.0,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,183.0,233.0,46.0,1033.0,1086.0,209.0,5408.0,96.0,206.0,569.0,534.0,22.0,245.0,59.0,3.0,23.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,96.0,3216.0,3379.0,172.0,1830.0,422.0,43.0,313.0,64.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,569.0,109.0,1920.0,321.0,3012.0,1185.0,153.0,929.0,277.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546.0,1071.0,609.0,501.0,245.0,1606.0,1350.0,241.0,1351.0,480.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.0,964.0,1494.0,1023.0,504.0,733.0,1042.0,271.0,1188.0,568.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,513.0,1989.0,1329.0,1719.0,758.0,846.0,310.0,937.0,569.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,120.0,1410.0,893.0,3371.0,890.0,1654.0,289.0,580.0,502.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,523.0,358.0,2658.0,689.0,2414.0,2848.0,188.0,267.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,75.0,59.0,919.0,214.0,925.0,4508.0,3236.0,61.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,69.0,23.0,103.0,1334.0,1255.0,7206.0
