Paris Saint-Germain,Lens,Lyon,Lille,Stade Rennais,Marseille,AS Monaco,Strasbourg,Lorient,Paris FC,Toulouse,Brest,Angers,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
8905.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095.0,8874.0,16.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,27.0,2663.0,3692.0,1418.0,2109.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,2391.0,2948.0,1971.0,2363.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2341.0,2057.0,2450.0,2409.0,735.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1959.0,926.0,3102.0,2131.0,1783.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,618.0,360.0,1039.0,949.0,5908.0,1115.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,12.0,5.0,19.0,37.0,1152.0,6919.0,1653.0,24.0,70.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,1559.0,6295.0,469.0,834.0,829.0,6.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1572.0,2539.0,2630.0,2917.0,90.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,395.0,3122.0,3337.0,2799.0,273.0,24.0,5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,74.0,3374.0,2677.0,2787.0,887.0,140.0,55.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,428.0,529.0,5797.0,1955.0,787.0,49.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,27.0,2455.0,4301.0,2722.0,454.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,477.0,3134.0,4591.0,1790.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,443.0,1829.0,7577.0,136.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,130.0,9420.0,439.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,9561.0
