Internazionale,AC Milan,Napoli,Juventus,Como,AS Roma,Atalanta,Bologna,Lazio,Sassuolo,Udinese,Torino,Genoa,Parma,Fiorentina,Cagliari,Cremonese,Lecce,Hellas Verona,Pisa
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3557.0,3953.0,2444.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3012.0,3570.0,2996.0,356.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2766.0,1903.0,3476.0,1401.0,448.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,600.0,489.0,896.0,5133.0,2711.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,64.0,84.0,185.0,2720.0,5785.0,1160.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,3.0,345.0,981.0,8416.0,123.0,113.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,7.0,222.0,3081.0,5113.0,1142.0,429.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,24.0,3880.0,2839.0,2233.0,971.0,30.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2171.0,1317.0,4031.0,2151.0,172.0,105.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,575.0,2137.0,4956.0,731.0,600.0,202.0,89.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,363.0,1084.0,2496.0,3486.0,1549.0,899.0,50.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71.0,324.0,2749.0,2701.0,2434.0,1552.0,164.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,75.0,2325.0,1869.0,3061.0,2223.0,428.0,5.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1229.0,1091.0,2271.0,4212.0,1122.0,35.0,32.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,130.0,430.0,981.0,7195.0,473.0,525.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,936.0,5086.0,3938.0,1.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4381.0,5480.0,2.0,33.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,3639.0,6323.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6358.0,3642.0
