Manchester City,Arsenal,Hull City,Chelsea,Brentford,Newcastle United,Everton,Leeds United,Brighton & Hove Albion,Manchester United,Sunderland,Ipswich Town,Liverpool,AFC Bournemouth,Nottingham Forest,Fulham,Coventry City,Crystal Palace,Aston Villa,Tottenham Hotspur
4238.0,4562.0,10.0,219.0,142.0,66.0,39.0,43.0,112.0,367.0,9.0,0.0,127.0,34.0,10.0,6.0,0.0,0.0,13.0,3.0
3131.0,3158.0,45.0,607.0,439.0,225.0,160.0,148.0,420.0,896.0,44.0,0.0,380.0,144.0,77.0,27.0,0.0,4.0,90.0,5.0
1195.0,1124.0,122.0,1162.0,966.0,501.0,421.0,367.0,861.0,1403.0,152.0,2.0,759.0,385.0,224.0,75.0,0.0,21.0,238.0,22.0
572.0,500.0,227.0,1158.0,998.0,685.0,536.0,486.0,986.0,1354.0,216.0,3.0,833.0,534.0,322.0,136.0,0.0,48.0,363.0,43.0
328.0,268.0,273.0,1044.0,1005.0,757.0,597.0,629.0,973.0,1158.0,297.0,6.0,925.0,572.0,391.0,209.0,0.0,54.0,430.0,84.0
185.0,148.0,403.0,926.0,927.0,775.0,656.0,649.0,954.0,933.0,347.0,15.0,894.0,666.0,506.0,255.0,0.0,94.0,546.0,121.0
127.0,99.0,464.0,848.0,871.0,812.0,736.0,692.0,869.0,803.0,410.0,30.0,851.0,667.0,518.0,310.0,1.0,155.0,570.0,167.0
87.0,54.0,523.0,703.0,791.0,780.0,766.0,771.0,773.0,627.0,541.0,33.0,824.0,726.0,614.0,384.0,1.0,178.0,602.0,222.0
63.0,42.0,586.0,635.0,667.0,735.0,782.0,776.0,734.0,554.0,567.0,42.0,756.0,735.0,670.0,477.0,1.0,256.0,682.0,240.0
28.0,18.0,691.0,615.0,576.0,745.0,759.0,755.0,668.0,433.0,635.0,73.0,679.0,760.0,706.0,535.0,1.0,306.0,713.0,304.0
20.0,6.0,659.0,500.0,562.0,714.0,748.0,745.0,547.0,380.0,729.0,84.0,598.0,787.0,736.0,627.0,1.0,363.0,751.0,443.0
12.0,8.0,767.0,431.0,518.0,645.0,708.0,731.0,495.0,314.0,738.0,168.0,562.0,749.0,778.0,701.0,3.0,472.0,719.0,481.0
10.0,6.0,806.0,345.0,415.0,579.0,710.0,633.0,428.0,260.0,829.0,217.0,475.0,710.0,780.0,770.0,8.0,606.0,787.0,626.0
1.0,4.0,863.0,254.0,362.0,528.0,630.0,654.0,342.0,186.0,928.0,330.0,373.0,626.0,778.0,832.0,21.0,702.0,808.0,778.0
1.0,0.0,817.0,198.0,269.0,492.0,582.0,583.0,287.0,141.0,915.0,450.0,352.0,595.0,756.0,925.0,32.0,949.0,783.0,873.0
2.0,3.0,898.0,168.0,216.0,399.0,450.0,480.0,222.0,96.0,834.0,678.0,260.0,516.0,754.0,1055.0,80.0,1097.0,653.0,1139.0
0.0,0.0,761.0,96.0,167.0,301.0,377.0,433.0,184.0,45.0,786.0,1135.0,203.0,372.0,617.0,1060.0,166.0,1384.0,526.0,1387.0
0.0,0.0,676.0,68.0,69.0,184.0,224.0,271.0,104.0,31.0,590.0,1918.0,111.0,264.0,485.0,939.0,467.0,1603.0,461.0,1535.0
0.0,0.0,349.0,23.0,36.0,71.0,105.0,137.0,36.0,16.0,369.0,3529.0,35.0,134.0,249.0,586.0,1551.0,1343.0,219.0,1212.0
0.0,0.0,60.0,0.0,4.0,6.0,14.0,17.0,5.0,3.0,64.0,1287.0,3.0,24.0,29.0,91.0,7667.0,365.0,46.0,315.0
