Bayern Munich,Borussia Dortmund,RB Leipzig,Bayer Leverkusen,VfB Stuttgart,TSG Hoffenheim,Eintracht Frankfurt,SC Freiburg,FC Augsburg,Mainz,Hamburg SV,1. FC Union Berlin,FC Cologne,Borussia Mönchengladbach,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,908.0,40.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,75.0,447.0,268.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.0,293.0,290.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,220.0,410.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,291.0,684.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,576.0,280.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,133.0,36.0,717.0,104.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,617.0,67.0,108.0,8.0,78.0,12.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,149.0,297.0,184.0,85.0,258.0,23.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,235.0,211.0,242.0,171.0,68.0,3.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,225.0,207.0,256.0,167.0,103.0,4.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,149.0,198.0,226.0,201.0,184.0,13.0,11.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,89.0,162.0,108.0,567.0,33.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,7.0,43.0,495.0,424.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,475.0,108.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,80.0,885.0
