Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,931.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,68.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,902.0,44.0,32.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,80.0,491.0,215.0,40.0,143.0,23.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,15.0,245.0,269.0,89.0,267.0,89.0,13.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,121.0,225.0,165.0,252.0,152.0,22.0,26.0,4.0,18.0,10.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,54.0,142.0,226.0,136.0,227.0,61.0,74.0,17.0,33.0,23.0,6.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,22.0,65.0,215.0,89.0,219.0,95.0,86.0,34.0,92.0,54.0,24.0,4.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,18.0,25.0,135.0,48.0,127.0,170.0,123.0,59.0,109.0,111.0,59.0,12.0,2.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,18.0,66.0,22.0,81.0,138.0,164.0,82.0,142.0,158.0,82.0,38.0,4.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,6.0,40.0,12.0,50.0,145.0,136.0,115.0,132.0,167.0,130.0,53.0,13.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,7.0,21.0,128.0,150.0,169.0,126.0,136.0,139.0,73.0,27.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,11.0,82.0,120.0,182.0,143.0,156.0,158.0,99.0,33.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,55.0,199.0,108.0,92.0,187.0,194.0,68.0,19.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.0,100.0,58.0,54.0,159.0,303.0,157.0,76.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,32.0,30.0,30.0,52.0,167.0,432.0,217.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,6.0,3.0,54.0,241.0,616.0,67.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,21.0,56.0,920.0
