Excelsior,Go Ahead Eagles,AZ Alkmaar,Ajax Amsterdam,FC Groningen,Telstar,Feyenoord Rotterdam,Heerenveen,Fortuna Sittard,PSV Eindhoven,NEC Nijmegen,FC Utrecht,Sparta Rotterdam,FC Twente,ADO Den Haag,PEC Zwolle,Willem II,SC Cambuur
0.0,0.0,6891.0,2044.0,640.0,243.0,116.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,270.0,4433.0,2638.0,1336.0,768.0,547.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,3.0,713.0,621.0,2856.0,2416.0,1765.0,1527.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.0,27.0,674.0,923.0,878.0,2090.0,2280.0,2385.0,219.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029.0,227.0,394.0,532.0,658.0,949.0,2074.0,2380.0,773.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684.0,1029.0,183.0,230.0,250.0,340.0,776.0,1422.0,1350.0,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3759.0,2684.0,242.0,304.0,404.0,251.0,85.0,0.0,1013.0,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271.0,3759.0,385.0,552.0,903.0,1011.0,742.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2271.0,248.0,361.0,773.0,1364.0,1394.0,1296.0,673.0,0.0,546.0,367.0,312.0,190.0,96.0,109.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.0,1686.0,2096.0,1346.0,1130.0,723.0,368.0,466.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249.0,2277.0,1261.0,964.0,1288.0,880.0,474.0,607.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,1286.0,2070.0,1539.0,1540.0,1184.0,612.0,630.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,374.0,2079.0,2362.0,1967.0,1238.0,778.0,883.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,59.0,1383.0,2172.0,2276.0,2733.0,649.0,690.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,502.0,1088.0,1229.0,2470.0,4428.0,275.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,162.0,258.0,582.0,2595.0,6340.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
