Palmeiras,Flamengo,Athletico Paranaense,Fluminense,Bahia,Cruzeiro,Coritiba,Atlético-MG,Red Bull Bragantino,Corinthians,São Paulo,Botafogo,Vitória,Santos,Grêmio,Mirassol,Vasco da Gama,Internacional,Remo,Chapecoense
3625.0,6337.0,34.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5982.0,3509.0,438.0,62.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359.0,149.0,6195.0,2122.0,245.0,644.0,50.0,178.0,30.0,1.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,4.0,2133.0,3987.0,856.0,1729.0,249.0,633.0,180.0,22.0,21.0,150.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,756.0,1941.0,1914.0,2366.0,580.0,1311.0,479.0,71.0,88.0,451.0,3.0,20.0,10.0,5.0,1.0,0.0,0.0,0.0
1.0,0.0,283.0,986.0,2064.0,1824.0,978.0,1732.0,841.0,192.0,195.0,803.0,5.0,52.0,26.0,16.0,2.0,0.0,0.0,0.0
0.0,0.0,106.0,485.0,1688.0,1412.0,1334.0,1828.0,1133.0,379.0,358.0,1075.0,17.0,88.0,56.0,38.0,3.0,0.0,0.0,0.0
0.0,0.0,35.0,213.0,1247.0,884.0,1552.0,1481.0,1477.0,628.0,609.0,1374.0,42.0,211.0,136.0,82.0,17.0,11.0,1.0,0.0
0.0,0.0,15.0,127.0,856.0,539.0,1449.0,1099.0,1618.0,1038.0,867.0,1480.0,94.0,341.0,249.0,170.0,36.0,22.0,0.0,0.0
0.0,0.0,5.0,45.0,546.0,328.0,1349.0,743.0,1483.0,1316.0,1241.0,1332.0,167.0,534.0,446.0,312.0,71.0,76.0,6.0,0.0
0.0,0.0,0.0,18.0,314.0,159.0,1063.0,481.0,1074.0,1533.0,1468.0,1202.0,348.0,802.0,715.0,487.0,156.0,164.0,16.0,0.0
0.0,0.0,0.0,7.0,148.0,66.0,671.0,266.0,766.0,1549.0,1567.0,848.0,551.0,1077.0,993.0,811.0,316.0,325.0,39.0,0.0
0.0,0.0,0.0,3.0,75.0,24.0,360.0,155.0,449.0,1230.0,1286.0,545.0,883.0,1425.0,1412.0,1073.0,481.0,525.0,74.0,0.0
0.0,0.0,0.0,1.0,31.0,17.0,210.0,47.0,255.0,850.0,939.0,378.0,1142.0,1495.0,1494.0,1344.0,761.0,854.0,182.0,0.0
0.0,0.0,0.0,0.0,13.0,3.0,109.0,27.0,123.0,562.0,619.0,204.0,1368.0,1333.0,1435.0,1586.0,1122.0,1178.0,317.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,32.0,9.0,60.0,361.0,395.0,80.0,1599.0,1112.0,1173.0,1536.0,1481.0,1522.0,639.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,23.0,187.0,208.0,38.0,1628.0,737.0,942.0,1248.0,1951.0,1905.0,1115.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,63.0,103.0,14.0,1456.0,571.0,619.0,904.0,2065.0,1999.0,2173.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,31.0,4.0,691.0,198.0,292.0,387.0,1515.0,1401.0,5294.0,166.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,22.0,18.0,144.0,9809.0
