Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Osasuna,Espanyol,Girona,Athletic Club,Rayo Vallecano,Valencia,Mallorca,Sevilla,Alavés,Elche,Levante,Real Oviedo
9917.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,9849.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,68.0,8927.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1006.0,8950.0,30.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,40.0,6225.0,2094.0,1192.0,286.0,69.0,25.0,53.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,2289.0,3880.0,2194.0,933.0,309.0,100.0,176.0,71.0,26.0,7.0,7.0,2.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,1.0,965.0,2366.0,2832.0,1778.0,897.0,329.0,417.0,248.0,84.0,36.0,25.0,10.0,5.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,355.0,1019.0,1751.0,2422.0,1642.0,767.0,930.0,533.0,229.0,119.0,148.0,32.0,32.0,21.0,0.0,0.0
0.0,0.0,0.0,0.0,95.0,356.0,916.0,1838.0,1873.0,1183.0,1495.0,957.0,510.0,237.0,294.0,85.0,91.0,70.0,0.0,0.0
0.0,0.0,0.0,0.0,27.0,173.0,527.0,1201.0,1619.0,1400.0,1587.0,1248.0,789.0,421.0,537.0,141.0,196.0,132.0,2.0,0.0
0.0,0.0,0.0,0.0,13.0,72.0,290.0,686.0,1251.0,1469.0,1517.0,1392.0,987.0,596.0,775.0,309.0,356.0,275.0,12.0,0.0
0.0,0.0,0.0,0.0,1.0,20.0,163.0,414.0,976.0,1360.0,1212.0,1445.0,1157.0,820.0,989.0,447.0,601.0,371.0,23.0,1.0
0.0,0.0,0.0,0.0,0.0,4.0,76.0,240.0,579.0,1149.0,889.0,1343.0,1315.0,1088.0,1192.0,646.0,819.0,627.0,30.0,3.0
0.0,0.0,0.0,0.0,0.0,2.0,32.0,132.0,376.0,872.0,684.0,1002.0,1264.0,1326.0,1307.0,964.0,1021.0,927.0,76.0,15.0
0.0,0.0,0.0,0.0,0.0,1.0,20.0,44.0,223.0,624.0,464.0,803.0,1171.0,1486.0,1276.0,1276.0,1260.0,1167.0,154.0,31.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,138.0,405.0,316.0,522.0,1024.0,1473.0,1284.0,1582.0,1505.0,1373.0,285.0,62.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,207.0,181.0,300.0,773.0,1331.0,1043.0,1896.0,1671.0,1766.0,610.0,184.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,96.0,71.0,115.0,565.0,846.0,780.0,1825.0,1725.0,2083.0,1425.0,457.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,9.0,98.0,201.0,289.0,696.0,602.0,916.0,5070.0,2100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,12.0,54.0,88.0,116.0,262.0,2313.0,7147.0
