Paris Saint-Germain,Lens,Marseille,Lyon,Lille,AS Monaco,Stade Rennais,Strasbourg,Toulouse,Lorient,Brest,Angers,Paris FC,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9325.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674.0,9234.0,78.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,84.0,6583.0,793.0,1368.0,982.0,174.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,1951.0,2400.0,2919.0,2052.0,547.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,843.0,2810.0,2499.0,2280.0,1146.0,417.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,394.0,2187.0,2008.0,2406.0,2005.0,967.0,11.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,138.0,1362.0,954.0,1586.0,3572.0,2113.0,83.0,156.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,409.0,231.0,644.0,2282.0,4441.0,559.0,1088.0,324.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.0,10.0,41.0,235.0,1335.0,2803.0,3920.0,1448.0,48.0,125.0,2.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,7.0,1.0,6.0,32.0,396.0,3297.0,2859.0,2754.0,221.0,405.0,20.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,171.0,2538.0,1559.0,3822.0,755.0,1030.0,84.0,34.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,589.0,332.0,1203.0,3006.0,3820.0,651.0,348.0,31.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,62.0,362.0,3771.0,2980.0,1558.0,991.0,165.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,45.0,1687.0,1269.0,3595.0,2696.0,692.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,463.0,335.0,3082.0,3984.0,2094.0,32.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,29.0,997.0,1918.0,6424.0,527.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,25.0,580.0,7259.0,2124.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2177.0,7809.0
