Internazionale,AC Milan,Napoli,Como,Juventus,AS Roma,Atalanta,Lazio,Bologna,Sassuolo,Udinese,Parma,Genoa,Torino,Cagliari,Fiorentina,Cremonese,Lecce,Hellas Verona,Pisa
9757.0,177.0,55.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.0,5867.0,2743.0,1063.0,90.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2529.0,3738.0,3005.0,539.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1122.0,2380.0,3884.0,1772.0,798.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,245.0,846.0,1569.0,4503.0,2525.0,311.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,56.0,232.0,439.0,2659.0,5359.0,1249.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,6.0,29.0,434.0,1122.0,7958.0,316.0,100.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,10.0,397.0,6083.0,1913.0,864.0,714.0,2.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,35.0,2256.0,3847.0,2062.0,1671.0,11.0,51.0,51.0,3.0,9.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,890.0,2657.0,3195.0,2738.0,56.0,219.0,175.0,19.0,41.0,1.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,1256.0,2838.0,3521.0,258.0,827.0,636.0,87.0,147.0,8.0,11.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,194.0,690.0,963.0,1194.0,3124.0,2063.0,540.0,1061.0,62.0,75.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,230.0,271.0,1966.0,2367.0,2313.0,1028.0,1445.0,158.0,189.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.0,89.0,2315.0,1592.0,1879.0,1429.0,1890.0,321.0,408.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,2158.0,1015.0,1471.0,1952.0,1980.0,633.0,750.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1501.0,559.0,953.0,2379.0,1792.0,1412.0,1388.0,0.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,197.0,369.0,1729.0,1131.0,3146.0,2922.0,3.0,38.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,41.0,85.0,826.0,498.0,4101.0,4112.0,26.0,237.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,155.0,141.0,3409.0,6282.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6562.0,3435.0
