AS Monaco,Paris FC,Lille,Lyon,Stade Rennais,Troyes,Lens,Marseille,Angers,Strasbourg,Brest,Paris Saint-Germain,Le Mans,Lorient,Le Havre AC,Toulouse,Nice,AJ Auxerre
192.0,24.0,491.0,249.0,122.0,76.0,2140.0,238.0,0.0,42.0,0.0,6390.0,34.0,1.0,1.0,0.0,0.0,0.0
682.0,146.0,1364.0,733.0,419.0,114.0,3333.0,739.0,0.0,182.0,0.0,2200.0,70.0,9.0,0.0,8.0,0.0,1.0
1192.0,304.0,1819.0,1226.0,827.0,172.0,1821.0,1216.0,0.0,427.0,10.0,825.0,103.0,30.0,0.0,25.0,0.0,3.0
1361.0,491.0,1644.0,1346.0,1040.0,217.0,1098.0,1473.0,0.0,692.0,17.0,316.0,100.0,99.0,10.0,93.0,0.0,3.0
1452.0,711.0,1320.0,1383.0,1213.0,195.0,685.0,1451.0,2.0,906.0,45.0,154.0,141.0,158.0,20.0,147.0,0.0,17.0
1333.0,894.0,1098.0,1305.0,1356.0,252.0,425.0,1347.0,9.0,1041.0,86.0,64.0,176.0,268.0,29.0,286.0,1.0,30.0
1163.0,1213.0,808.0,1167.0,1336.0,319.0,221.0,1127.0,33.0,1230.0,122.0,34.0,211.0,460.0,66.0,441.0,1.0,48.0
896.0,1383.0,576.0,942.0,1199.0,413.0,150.0,922.0,64.0,1292.0,249.0,12.0,251.0,679.0,155.0,679.0,6.0,132.0
720.0,1357.0,421.0,665.0,973.0,464.0,79.0,661.0,103.0,1249.0,464.0,2.0,345.0,996.0,260.0,994.0,19.0,228.0
440.0,1157.0,251.0,481.0,643.0,577.0,28.0,397.0,266.0,1047.0,755.0,1.0,387.0,1290.0,524.0,1309.0,46.0,401.0
267.0,887.0,109.0,246.0,399.0,674.0,14.0,225.0,446.0,758.0,1060.0,2.0,473.0,1413.0,823.0,1429.0,119.0,656.0
154.0,593.0,56.0,129.0,239.0,712.0,4.0,109.0,770.0,517.0,1294.0,0.0,550.0,1340.0,1043.0,1353.0,223.0,914.0
90.0,380.0,25.0,74.0,134.0,740.0,1.0,58.0,1050.0,283.0,1401.0,0.0,626.0,1117.0,1350.0,1130.0,364.0,1177.0
33.0,243.0,13.0,30.0,65.0,772.0,1.0,18.0,1340.0,181.0,1378.0,0.0,702.0,852.0,1463.0,898.0,637.0,1374.0
15.0,144.0,3.0,21.0,23.0,835.0,0.0,15.0,1622.0,84.0,1200.0,0.0,794.0,647.0,1444.0,583.0,996.0,1574.0
9.0,56.0,2.0,3.0,9.0,924.0,0.0,4.0,1769.0,49.0,982.0,0.0,964.0,376.0,1333.0,382.0,1674.0,1464.0
1.0,11.0,0.0,0.0,3.0,1105.0,0.0,0.0,1586.0,15.0,658.0,0.0,1377.0,213.0,989.0,170.0,2640.0,1232.0
0.0,6.0,0.0,0.0,0.0,1439.0,0.0,0.0,940.0,5.0,279.0,0.0,2696.0,52.0,490.0,73.0,3274.0,746.0
