Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,997.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,942.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,55.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,909.0,46.0,22.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,77.0,469.0,213.0,49.0,147.0,33.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12.0,248.0,276.0,101.0,253.0,80.0,8.0,17.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,118.0,214.0,181.0,234.0,161.0,29.0,32.0,5.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,70.0,127.0,231.0,167.0,199.0,70.0,54.0,15.0,40.0,18.0,7.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,27.0,88.0,188.0,95.0,224.0,95.0,82.0,23.0,83.0,58.0,33.0,3.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,14.0,39.0,116.0,47.0,134.0,152.0,117.0,57.0,143.0,109.0,57.0,12.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.0,15.0,67.0,24.0,81.0,160.0,150.0,96.0,131.0,150.0,86.0,27.0,5.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,4.0,48.0,159.0,153.0,115.0,160.0,159.0,111.0,36.0,8.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,5.0,25.0,105.0,158.0,166.0,129.0,156.0,151.0,66.0,18.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,12.0,88.0,116.0,194.0,121.0,145.0,150.0,118.0,34.0,11.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,62.0,61.0,204.0,66.0,123.0,193.0,186.0,65.0,33.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,42.0,89.0,69.0,50.0,148.0,308.0,172.0,67.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,32.0,36.0,16.0,56.0,182.0,410.0,222.0,17.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,6.0,5.0,59.0,266.0,587.0,69.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,73.0,908.0
