Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Brighton & Hove Albion,Sunderland,AFC Bournemouth,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
6484.0,3516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3516.0,6483.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,4834.0,3506.0,1443.0,173.0,10.0,10.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3149.0,3712.0,2207.0,609.0,79.0,66.0,146.0,25.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1395.0,2038.0,3438.0,1662.0,338.0,344.0,560.0,127.0,62.0,27.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,459.0,550.0,1672.0,2795.0,941.0,926.0,1624.0,436.0,339.0,173.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,108.0,136.0,705.0,1824.0,1743.0,1528.0,1881.0,743.0,633.0,438.0,107.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,40.0,40.0,316.0,1154.0,1840.0,1773.0,1755.0,986.0,948.0,637.0,196.0,313.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,12.0,141.0,769.0,1588.0,1726.0,1379.0,1351.0,1270.0,932.0,317.0,487.0,15.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,5.0,46.0,508.0,1361.0,1352.0,1062.0,1585.0,1576.0,1177.0,501.0,792.0,33.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,23.0,315.0,985.0,1054.0,768.0,1663.0,1636.0,1527.0,855.0,1108.0,63.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,134.0,636.0,739.0,470.0,1520.0,1509.0,1758.0,1344.0,1657.0,221.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,46.0,338.0,369.0,218.0,1033.0,1132.0,1743.0,2310.0,2237.0,519.0,41.0,8.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,131.0,101.0,102.0,462.0,679.0,1333.0,3048.0,2414.0,1489.0,162.0,57.0,12.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,10.0,12.0,14.0,65.0,201.0,243.0,1137.0,705.0,5752.0,1207.0,419.0,234.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,7.0,136.0,75.0,1484.0,5019.0,1900.0,1364.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,354.0,2530.0,4066.0,3036.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1032.0,3550.0,5342.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7491.0,2500.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,7500.0
