Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9749.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.0,9563.0,127.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,169.0,6554.0,2437.0,477.0,333.0,12.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.0,2337.0,4634.0,1580.0,1160.0,123.0,97.0,12.0,26.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,718.0,1962.0,2905.0,2858.0,586.0,532.0,106.0,223.0,61.0,27.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,204.0,696.0,2384.0,2712.0,1365.0,1203.0,342.0,703.0,170.0,138.0,71.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,44.0,151.0,1310.0,1415.0,2184.0,1777.0,785.0,1336.0,380.0,357.0,221.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,15.0,49.0,696.0,696.0,1863.0,1808.0,1214.0,1735.0,621.0,749.0,445.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,11.0,323.0,430.0,1493.0,1618.0,1527.0,1725.0,890.0,1061.0,734.0,186.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,196.0,223.0,1024.0,1256.0,1762.0,1543.0,1219.0,1417.0,1027.0,317.0,11.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,81.0,115.0,739.0,876.0,1656.0,1112.0,1617.0,1710.0,1452.0,603.0,29.0,7.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,41.0,46.0,396.0,503.0,1293.0,931.0,1971.0,1757.0,1892.0,1055.0,88.0,24.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,10.0,168.0,248.0,960.0,472.0,1917.0,1702.0,2307.0,1798.0,283.0,107.0,20.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,45.0,68.0,316.0,160.0,973.0,909.0,1465.0,4278.0,1127.0,447.0,165.0,45.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,27.0,27.0,153.0,151.0,304.0,1241.0,4345.0,2083.0,1353.0,313.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,17.0,59.0,307.0,2462.0,3898.0,2356.0,881.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,51.0,1232.0,2592.0,3660.0,2456.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,418.0,836.0,2426.0,6244.0,46.0,27.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,59.0,7005.0,2916.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945.0,7055.0
