Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Athletic Club,Osasuna,Espanyol,Valencia,Girona,Rayo Vallecano,Sevilla,Alavés,Elche,Mallorca,Levante,Real Oviedo
8397.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601.0,8378.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18.0,6227.0,3753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,3748.0,6232.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.0,11.0,7013.0,1447.0,942.0,199.0,71.0,243.0,34.0,21.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1812.0,3822.0,2100.0,766.0,366.0,719.0,198.0,110.0,34.0,65.0,2.0,3.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,740.0,2339.0,2558.0,1310.0,698.0,1354.0,475.0,233.0,105.0,164.0,4.0,9.0,8.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,273.0,1218.0,1658.0,1810.0,1149.0,1805.0,827.0,492.0,262.0,406.0,24.0,50.0,19.0,6.0,1.0,0.0
0.0,0.0,0.0,0.0,87.0,650.0,1045.0,1803.0,1463.0,1740.0,1099.0,724.0,522.0,641.0,38.0,119.0,52.0,16.0,1.0,0.0
0.0,0.0,0.0,0.0,37.0,296.0,706.0,1440.0,1550.0,1364.0,1448.0,1047.0,708.0,955.0,86.0,216.0,89.0,56.0,2.0,0.0
0.0,0.0,0.0,0.0,13.0,125.0,438.0,1065.0,1446.0,1065.0,1502.0,1279.0,1004.0,1148.0,179.0,384.0,219.0,125.0,8.0,0.0
0.0,0.0,0.0,0.0,5.0,64.0,254.0,700.0,1190.0,726.0,1431.0,1517.0,1286.0,1333.0,309.0,552.0,387.0,221.0,25.0,0.0
0.0,0.0,0.0,0.0,1.0,25.0,153.0,460.0,946.0,488.0,1218.0,1388.0,1509.0,1347.0,513.0,924.0,615.0,352.0,61.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,87.0,283.0,570.0,257.0,867.0,1252.0,1437.0,1324.0,853.0,1411.0,914.0,611.0,124.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,35.0,102.0,361.0,150.0,497.0,902.0,1267.0,1062.0,1324.0,1765.0,1298.0,947.0,282.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,47.0,132.0,69.0,281.0,565.0,906.0,767.0,1910.0,1677.0,1700.0,1380.0,540.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,47.0,14.0,91.0,333.0,603.0,479.0,2061.0,1466.0,1879.0,1961.0,1016.0,32.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,5.0,29.0,115.0,285.0,244.0,1763.0,1074.0,1764.0,2536.0,2046.0,127.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,21.0,66.0,59.0,875.0,338.0,979.0,1652.0,5352.0,652.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,12.0,74.0,134.0,542.0,9177.0
