Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,TSG Hoffenheim,Bayer Leverkusen,Eintracht Frankfurt,SC Freiburg,1. FC Union Berlin,FC Augsburg,Mainz,Hamburg SV,Borussia Mönchengladbach,Werder Bremen,FC Cologne,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
9999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,9859.0,81.0,30.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,126.0,4988.0,2732.0,1836.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.0,2728.0,3794.0,2562.0,902.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1648.0,2527.0,3653.0,2170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,555.0,912.0,1913.0,6520.0,77.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0,8.0,83.0,5966.0,3351.0,220.0,119.0,125.0,75.0,45.0,2.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,2858.0,4862.0,818.0,407.0,551.0,264.0,194.0,19.0,21.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,751.0,1221.0,2509.0,1338.0,1982.0,965.0,920.0,113.0,188.0,12.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,236.0,389.0,2105.0,1678.0,2029.0,1446.0,1318.0,348.0,415.0,36.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,76.0,101.0,1603.0,1672.0,1829.0,1745.0,1517.0,657.0,703.0,91.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,29.0,45.0,1202.0,1610.0,1456.0,1785.0,1616.0,950.0,1083.0,210.0,14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,786.0,1439.0,1020.0,1538.0,1729.0,1429.0,1618.0,394.0,36.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,505.0,1094.0,626.0,1228.0,1440.0,2064.0,2095.0,830.0,114.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,549.0,302.0,715.0,918.0,2909.0,2199.0,1819.0,384.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,94.0,77.0,227.0,270.0,1381.0,1460.0,4941.0,1475.0,29.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,12.0,33.0,128.0,210.0,1637.0,7595.0,379.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,376.0,9588.0
