Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9741.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259.0,9534.0,146.0,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,191.0,6517.0,2457.0,478.0,331.0,20.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,2349.0,4656.0,1570.0,1137.0,120.0,85.0,15.0,37.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,724.0,1960.0,2891.0,2832.0,568.0,558.0,136.0,250.0,35.0,26.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,197.0,656.0,2446.0,2612.0,1430.0,1145.0,363.0,730.0,175.0,150.0,83.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,53.0,161.0,1302.0,1385.0,2230.0,1789.0,774.0,1287.0,373.0,401.0,205.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,12.0,38.0,663.0,796.0,1804.0,1870.0,1196.0,1671.0,631.0,745.0,462.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,10.0,349.0,448.0,1432.0,1673.0,1508.0,1680.0,918.0,1082.0,719.0,178.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,183.0,253.0,1098.0,1225.0,1774.0,1491.0,1234.0,1331.0,1067.0,327.0,12.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,81.0,139.0,673.0,844.0,1624.0,1225.0,1630.0,1711.0,1400.0,625.0,41.0,6.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,27.0,53.0,369.0,502.0,1303.0,871.0,1950.0,1839.0,1992.0,963.0,96.0,34.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10.0,11.0,204.0,247.0,946.0,523.0,1886.0,1651.0,2277.0,1843.0,293.0,89.0,14.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,49.0,58.0,326.0,204.0,1008.0,891.0,1408.0,4347.0,1062.0,426.0,180.0,40.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,29.0,137.0,150.0,325.0,1227.0,4361.0,2119.0,1318.0,299.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,16.0,44.0,286.0,2409.0,3873.0,2380.0,974.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,1272.0,2551.0,3741.0,2398.0,4.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,453.0,896.0,2342.0,6228.0,46.0,28.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,54.0,6930.0,2989.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0,6981.0
