Excelsior,Go Ahead Eagles,AZ Alkmaar,Ajax Amsterdam,FC Groningen,Telstar,Feyenoord Rotterdam,Heerenveen,Fortuna Sittard,PSV Eindhoven,NEC Nijmegen,FC Utrecht,Sparta Rotterdam,FC Twente,ADO Den Haag,PEC Zwolle,Willem II,SC Cambuur
2.0,46.0,109.0,1237.0,49.0,9.0,1239.0,63.0,0.0,6713.0,213.0,54.0,0.0,266.0,0.0,0.0,0.0,0.0
40.0,227.0,391.0,2497.0,235.0,68.0,2391.0,243.0,2.0,1963.0,745.0,283.0,0.0,915.0,0.0,0.0,0.0,0.0
101.0,402.0,722.0,1980.0,510.0,153.0,2027.0,477.0,5.0,742.0,1093.0,490.0,0.0,1298.0,0.0,0.0,0.0,0.0
184.0,616.0,964.0,1375.0,698.0,279.0,1441.0,708.0,13.0,300.0,1295.0,737.0,0.0,1389.0,1.0,0.0,0.0,0.0
279.0,798.0,1092.0,994.0,803.0,418.0,984.0,875.0,31.0,150.0,1333.0,928.0,0.0,1312.0,3.0,0.0,0.0,0.0
462.0,938.0,1128.0,675.0,1074.0,560.0,669.0,991.0,65.0,65.0,1181.0,1014.0,1.0,1169.0,6.0,0.0,2.0,0.0
623.0,1049.0,1104.0,453.0,1123.0,751.0,470.0,1084.0,95.0,36.0,1085.0,1099.0,5.0,1003.0,16.0,0.0,2.0,2.0
720.0,1199.0,1049.0,336.0,1069.0,921.0,308.0,1148.0,196.0,22.0,982.0,1162.0,16.0,823.0,27.0,2.0,18.0,2.0
1038.0,1127.0,1035.0,210.0,1139.0,1131.0,211.0,1176.0,252.0,4.0,710.0,1148.0,35.0,677.0,53.0,17.0,29.0,8.0
1320.0,1119.0,911.0,128.0,1099.0,1272.0,139.0,1072.0,450.0,3.0,611.0,1013.0,83.0,514.0,142.0,34.0,75.0,15.0
1541.0,1004.0,733.0,80.0,933.0,1533.0,76.0,980.0,753.0,2.0,410.0,941.0,162.0,338.0,252.0,64.0,146.0,52.0
1677.0,807.0,468.0,27.0,747.0,1432.0,36.0,691.0,1428.0,0.0,236.0,645.0,411.0,200.0,509.0,204.0,339.0,143.0
1086.0,406.0,195.0,6.0,324.0,819.0,7.0,320.0,2368.0,0.0,86.0,332.0,1000.0,65.0,1233.0,497.0,866.0,390.0
519.0,169.0,65.0,2.0,129.0,349.0,2.0,119.0,1747.0,0.0,15.0,105.0,1615.0,23.0,1883.0,980.0,1439.0,839.0
246.0,62.0,24.0,0.0,40.0,201.0,0.0,42.0,1230.0,0.0,4.0,35.0,1820.0,5.0,1839.0,1503.0,1763.0,1186.0
116.0,25.0,6.0,0.0,24.0,69.0,0.0,5.0,746.0,0.0,1.0,7.0,1844.0,2.0,1689.0,1827.0,1897.0,1742.0
36.0,5.0,4.0,0.0,3.0,26.0,0.0,6.0,415.0,0.0,0.0,6.0,1659.0,1.0,1398.0,2304.0,1807.0,2330.0
10.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,204.0,0.0,0.0,1.0,1349.0,0.0,949.0,2568.0,1617.0,3291.0
