Palmeiras,Flamengo,Fluminense,São Paulo,Athletico Paranaense,Bahia,Coritiba,Red Bull Bragantino,Botafogo,Vasco da Gama,Grêmio,Cruzeiro,Vitória,Corinthians,Atlético-MG,Internacional,Santos,Remo,Mirassol,Chapecoense
241.0,244.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0,213.0,37.0,12.0,11.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,34.0,226.0,100.0,67.0,31.0,1.0,4.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,6.0,102.0,146.0,114.0,64.0,9.0,12.0,14.0,7.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0
1.0,2.0,68.0,108.0,98.0,92.0,35.0,21.0,18.0,22.0,9.0,5.0,4.0,2.0,0.0,10.0,5.0,0.0,0.0,0.0
0.0,1.0,27.0,55.0,69.0,114.0,45.0,40.0,32.0,23.0,32.0,20.0,5.0,8.0,1.0,21.0,7.0,0.0,0.0,0.0
0.0,0.0,14.0,32.0,55.0,68.0,51.0,60.0,57.0,25.0,43.0,24.0,13.0,11.0,5.0,25.0,16.0,1.0,0.0,0.0
0.0,0.0,3.0,25.0,27.0,42.0,71.0,58.0,50.0,52.0,46.0,30.0,14.0,19.0,14.0,25.0,22.0,0.0,2.0,0.0
0.0,0.0,5.0,9.0,19.0,27.0,72.0,56.0,55.0,39.0,48.0,41.0,22.0,27.0,10.0,31.0,32.0,2.0,5.0,0.0
0.0,0.0,0.0,7.0,16.0,21.0,49.0,50.0,59.0,41.0,42.0,47.0,21.0,36.0,21.0,51.0,33.0,4.0,2.0,0.0
0.0,0.0,1.0,1.0,11.0,14.0,32.0,53.0,55.0,52.0,48.0,45.0,37.0,48.0,28.0,42.0,27.0,1.0,5.0,0.0
0.0,0.0,2.0,1.0,4.0,6.0,39.0,34.0,27.0,55.0,56.0,47.0,50.0,40.0,31.0,42.0,49.0,8.0,9.0,0.0
0.0,0.0,2.0,1.0,5.0,8.0,25.0,35.0,27.0,32.0,44.0,52.0,50.0,52.0,35.0,47.0,53.0,13.0,19.0,0.0
0.0,0.0,1.0,1.0,1.0,3.0,30.0,19.0,37.0,50.0,30.0,53.0,48.0,66.0,40.0,44.0,41.0,13.0,23.0,0.0
0.0,0.0,0.0,0.0,2.0,4.0,19.0,18.0,28.0,31.0,33.0,39.0,73.0,56.0,52.0,43.0,48.0,20.0,33.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,10.0,24.0,17.0,36.0,54.0,48.0,82.0,53.0,48.0,42.0,48.0,4.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,16.0,22.0,26.0,32.0,52.0,39.0,71.0,32.0,60.0,63.0,68.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,19.0,17.0,11.0,35.0,35.0,53.0,20.0,36.0,126.0,122.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,10.0,16.0,9.0,53.0,6.0,21.0,182.0,133.0,58.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,4.0,4.0,1.0,25.0,31.0,427.0
