Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9738.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262.0,9536.0,136.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,182.0,6414.0,2554.0,482.0,337.0,16.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,2490.0,4603.0,1486.0,1116.0,115.0,106.0,23.0,32.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,708.0,1891.0,2934.0,2815.0,604.0,563.0,114.0,281.0,53.0,27.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,198.0,662.0,2405.0,2700.0,1406.0,1202.0,348.0,681.0,172.0,145.0,68.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,42.0,175.0,1357.0,1457.0,2151.0,1739.0,750.0,1342.0,377.0,366.0,206.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.0,40.0,644.0,748.0,1854.0,1812.0,1191.0,1795.0,616.0,770.0,426.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,11.0,396.0,409.0,1430.0,1648.0,1508.0,1761.0,864.0,1058.0,716.0,192.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,173.0,255.0,1105.0,1235.0,1751.0,1444.0,1227.0,1384.0,1062.0,354.0,8.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,78.0,108.0,694.0,846.0,1608.0,1162.0,1615.0,1768.0,1493.0,594.0,25.0,9.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.0,42.0,394.0,512.0,1341.0,813.0,2026.0,1784.0,1939.0,978.0,103.0,29.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.0,12.0,179.0,263.0,999.0,491.0,1932.0,1680.0,2251.0,1789.0,294.0,81.0,16.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,49.0,59.0,333.0,163.0,960.0,854.0,1470.0,4342.0,1093.0,454.0,163.0,58.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,32.0,30.0,135.0,149.0,316.0,1280.0,4450.0,1996.0,1312.0,293.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,14.0,40.0,284.0,2417.0,4009.0,2262.0,954.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,1189.0,2536.0,3682.0,2550.0,3.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,416.0,881.0,2544.0,6079.0,48.0,27.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,16.0,59.0,6894.0,3025.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3054.0,6944.0
