Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Brighton & Hove Albion,Sunderland,AFC Bournemouth,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
8142.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858.0,8131.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.0,4850.0,3574.0,1388.0,134.0,16.0,6.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3218.0,3635.0,2349.0,501.0,65.0,77.0,126.0,18.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1348.0,2054.0,3406.0,1759.0,352.0,325.0,540.0,103.0,68.0,23.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,389.0,557.0,1613.0,2813.0,1008.0,1012.0,1623.0,421.0,315.0,156.0,41.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,131.0,126.0,709.0,1805.0,1598.0,1586.0,1977.0,764.0,662.0,376.0,95.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,49.0,33.0,307.0,1236.0,1818.0,1723.0,1713.0,974.0,980.0,650.0,182.0,329.0,6.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.0,11.0,153.0,779.0,1614.0,1661.0,1369.0,1315.0,1282.0,928.0,339.0,527.0,14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,1.0,57.0,491.0,1335.0,1410.0,1088.0,1489.0,1660.0,1154.0,515.0,768.0,27.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,11.0,304.0,1005.0,1030.0,740.0,1664.0,1626.0,1517.0,843.0,1182.0,76.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,136.0,701.0,707.0,492.0,1583.0,1402.0,1763.0,1376.0,1623.0,197.0,13.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,31.0,354.0,323.0,225.0,1114.0,1100.0,1800.0,2281.0,2200.0,527.0,36.0,8.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,126.0,128.0,78.0,508.0,689.0,1378.0,3012.0,2379.0,1454.0,172.0,56.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,10.0,42.0,197.0,247.0,1167.0,678.0,5889.0,1154.0,380.0,215.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,6.0,132.0,73.0,1383.0,5156.0,1810.0,1427.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,350.0,2469.0,4002.0,3166.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,999.0,3741.0,5173.0,7.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7485.0,2505.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508.0,7492.0
