Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Osasuna,Espanyol,Girona,Athletic Club,Rayo Vallecano,Valencia,Mallorca,Sevilla,Alavés,Elche,Levante,Real Oviedo
9898.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,9825.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,73.0,9021.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,907.0,9057.0,27.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,34.0,6235.0,1983.0,1348.0,256.0,64.0,22.0,46.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,2289.0,3935.0,2266.0,813.0,305.0,91.0,183.0,80.0,18.0,7.0,7.0,2.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1032.0,2476.0,2911.0,1606.0,783.0,314.0,440.0,257.0,84.0,41.0,42.0,7.0,3.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,294.0,948.0,1673.0,2408.0,1800.0,738.0,917.0,626.0,253.0,95.0,154.0,41.0,31.0,22.0,0.0,0.0
0.0,0.0,0.0,0.0,91.0,412.0,862.0,1978.0,1842.0,1186.0,1409.0,975.0,445.0,238.0,303.0,78.0,109.0,71.0,1.0,0.0
0.0,0.0,0.0,0.0,25.0,144.0,464.0,1256.0,1586.0,1446.0,1622.0,1301.0,741.0,399.0,502.0,168.0,199.0,144.0,3.0,0.0
0.0,0.0,0.0,0.0,7.0,61.0,265.0,792.0,1270.0,1467.0,1440.0,1485.0,950.0,601.0,731.0,283.0,396.0,248.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,22.0,128.0,468.0,968.0,1323.0,1229.0,1487.0,1145.0,798.0,983.0,452.0,556.0,427.0,14.0,0.0
0.0,0.0,0.0,0.0,0.0,7.0,47.0,238.0,606.0,1205.0,943.0,1230.0,1314.0,1072.0,1221.0,679.0,797.0,600.0,37.0,4.0
0.0,0.0,0.0,0.0,0.0,4.0,23.0,115.0,388.0,822.0,717.0,1009.0,1301.0,1328.0,1265.0,1011.0,1036.0,906.0,65.0,10.0
0.0,0.0,0.0,0.0,0.0,1.0,6.0,48.0,215.0,633.0,452.0,703.0,1200.0,1469.0,1370.0,1260.0,1289.0,1172.0,154.0,28.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,119.0,412.0,340.0,442.0,1016.0,1450.0,1188.0,1668.0,1498.0,1440.0,329.0,79.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,45.0,248.0,180.0,274.0,785.0,1314.0,1066.0,1893.0,1581.0,1837.0,591.0,178.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,80.0,73.0,104.0,614.0,958.0,838.0,1720.0,1778.0,1960.0,1383.0,483.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,16.0,123.0,222.0,284.0,669.0,621.0,942.0,5142.0,1959.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,46.0,69.0,105.0,226.0,2277.0,7259.0
