Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,Bayer Leverkusen,TSG Hoffenheim,Eintracht Frankfurt,SC Freiburg,Mainz,FC Augsburg,1. FC Union Berlin,Hamburg SV,FC Cologne,Borussia Mönchengladbach,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9916.0,12.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,78.0,3259.0,5615.0,808.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,3921.0,3172.0,1847.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1859.0,910.0,4508.0,2723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,948.0,231.0,2831.0,5973.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,6.0,10.0,6205.0,3708.0,30.0,30.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3544.0,5861.0,301.0,194.0,64.0,16.0,5.0,15.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,217.0,382.0,4279.0,2313.0,1402.0,369.0,530.0,475.0,29.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,20.0,44.0,2413.0,2649.0,1842.0,841.0,1196.0,882.0,98.0,15.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1422.0,1814.0,1979.0,1441.0,1841.0,1181.0,276.0,44.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,1299.0,1700.0,1944.0,1895.0,1613.0,612.0,122.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,894.0,1482.0,2029.0,1928.0,1906.0,1018.0,291.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,581.0,1117.0,1866.0,1563.0,2341.0,1704.0,588.0,24.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,212.0,365.0,1237.0,795.0,1221.0,4398.0,1610.0,92.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,42.0,255.0,246.0,355.0,1798.0,6205.0,945.0,130.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,67.0,1038.0,6936.0,1948.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2001.0,7916.0
