Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Osasuna,Espanyol,Girona,Athletic Club,Rayo Vallecano,Valencia,Mallorca,Sevilla,Alavés,Elche,Levante,Real Oviedo
9922.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,9871.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,51.0,8913.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1035.0,8928.0,26.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,36.0,6234.0,2061.0,1214.0,285.0,72.0,18.0,60.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2263.0,4004.0,2101.0,881.0,317.0,103.0,197.0,103.0,13.0,8.0,4.0,3.0,1.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,1031.0,2312.0,2890.0,1732.0,856.0,348.0,418.0,242.0,83.0,35.0,30.0,11.0,6.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,316.0,982.0,1721.0,2471.0,1734.0,700.0,922.0,545.0,256.0,108.0,168.0,28.0,30.0,19.0,0.0,0.0
0.0,0.0,0.0,0.0,101.0,379.0,952.0,1825.0,1861.0,1216.0,1366.0,970.0,491.0,253.0,337.0,78.0,107.0,64.0,0.0,0.0
0.0,0.0,0.0,0.0,18.0,157.0,550.0,1192.0,1604.0,1425.0,1555.0,1219.0,792.0,436.0,524.0,156.0,224.0,148.0,0.0,0.0
0.0,0.0,0.0,0.0,7.0,59.0,312.0,777.0,1232.0,1450.0,1477.0,1401.0,1055.0,584.0,777.0,304.0,323.0,236.0,6.0,0.0
0.0,0.0,0.0,0.0,2.0,24.0,146.0,402.0,975.0,1345.0,1220.0,1410.0,1219.0,854.0,953.0,413.0,586.0,433.0,16.0,2.0
0.0,0.0,0.0,0.0,2.0,11.0,62.0,227.0,570.0,1144.0,939.0,1293.0,1302.0,1152.0,1150.0,670.0,775.0,658.0,41.0,4.0
0.0,0.0,0.0,0.0,0.0,1.0,36.0,135.0,382.0,908.0,725.0,1010.0,1273.0,1299.0,1256.0,957.0,1079.0,867.0,64.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,52.0,226.0,610.0,532.0,775.0,1128.0,1394.0,1338.0,1253.0,1299.0,1197.0,159.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,114.0,396.0,315.0,564.0,934.0,1486.0,1279.0,1591.0,1486.0,1436.0,316.0,63.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,47.0,223.0,201.0,302.0,778.0,1290.0,1062.0,2006.0,1600.0,1726.0,605.0,155.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,98.0,64.0,136.0,537.0,890.0,793.0,1733.0,1761.0,2004.0,1428.0,547.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,11.0,129.0,203.0,283.0,705.0,602.0,931.0,5045.0,2065.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,46.0,92.0,121.0,273.0,2320.0,7130.0
