Bayern Munich,Borussia Dortmund,RB Leipzig,VfB Stuttgart,TSG Hoffenheim,Bayer Leverkusen,SC Freiburg,Eintracht Frankfurt,FC Augsburg,Mainz,1. FC Union Berlin,FC Cologne,Borussia Mönchengladbach,Hamburg SV,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9661.0,328.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,327.0,8278.0,955.0,367.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,1221.0,5350.0,2592.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,164.0,2546.0,4525.0,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.0,1141.0,2513.0,6331.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.0,5564.0,4324.0,93.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4227.0,4964.0,672.0,128.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,199.0,654.0,4917.0,3196.0,407.0,180.0,296.0,91.0,60.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0,2764.0,3919.0,1096.0,822.0,743.0,352.0,240.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,1537.0,2147.0,1955.0,1609.0,1059.0,774.0,20.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,687.0,1985.0,2053.0,2018.0,1516.0,1257.0,68.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,334.0,1729.0,2042.0,1881.0,1880.0,1748.0,163.0,18.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,136.0,1477.0,1632.0,1736.0,2255.0,2229.0,415.0,81.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,47.0,1050.0,1106.0,1349.0,2318.0,3048.0,882.0,195.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,106.0,205.0,357.0,518.0,633.0,5919.0,2232.0,27.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,8.0,10.0,2451.0,7114.0,403.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,350.0,9570.0
