Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,AFC Bournemouth,Brighton & Hove Albion,Everton,Sunderland,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
6352.0,3648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3648.0,6348.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,5512.0,2758.0,1724.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3034.0,4035.0,2872.0,38.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1376.0,3017.0,4689.0,467.0,93.0,134.0,158.0,45.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,69.0,173.0,568.0,3206.0,1002.0,1384.0,2142.0,770.0,400.0,245.0,31.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.0,13.0,107.0,1985.0,1515.0,1874.0,2000.0,1270.0,572.0,552.0,74.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,29.0,1488.0,1650.0,1709.0,1787.0,1428.0,840.0,806.0,163.0,86.0,12.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.0,1137.0,1778.0,1512.0,1369.0,1539.0,1066.0,1112.0,272.0,171.0,35.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,772.0,1593.0,1340.0,1076.0,1686.0,1273.0,1397.0,435.0,353.0,71.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,512.0,1172.0,989.0,776.0,1393.0,1700.0,1868.0,757.0,638.0,185.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,288.0,735.0,663.0,425.0,1104.0,2006.0,1887.0,1254.0,1219.0,396.0,23.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,86.0,352.0,271.0,185.0,552.0,1308.0,1258.0,2488.0,2259.0,1122.0,110.0,9.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.0,86.0,95.0,66.0,188.0,659.0,657.0,2714.0,2984.0,2210.0,290.0,28.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,15.0,22.0,10.0,25.0,156.0,204.0,1620.0,1852.0,4720.0,1150.0,162.0,60.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,192.0,368.0,1067.0,6463.0,1178.0,719.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,156.0,1634.0,4485.0,3693.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,318.0,4138.0,5521.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7678.0,2322.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322.0,7678.0
