Paris Saint-Germain,Lens,Lyon,Lille,Stade Rennais,Marseille,AS Monaco,Strasbourg,Lorient,Paris FC,Toulouse,Brest,Angers,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
8935.0,1065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065.0,8905.0,12.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,28.0,2788.0,3529.0,1455.0,2092.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,2465.0,2954.0,1976.0,2309.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2254.0,2182.0,2327.0,2529.0,704.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1870.0,946.0,3177.0,2094.0,1824.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,600.0,366.0,1037.0,941.0,5876.0,1174.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11.0,7.0,28.0,33.0,1189.0,7043.0,1517.0,25.0,70.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,1418.0,6365.0,492.0,841.0,872.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,1578.0,2577.0,2599.0,2929.0,82.0,5.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,463.0,3065.0,3338.0,2792.0,277.0,19.0,6.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,3389.0,2679.0,2778.0,873.0,151.0,56.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,442.0,519.0,5868.0,1873.0,820.0,41.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,32.0,2413.0,4297.0,2789.0,425.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,473.0,3175.0,4578.0,1763.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,479.0,1739.0,7616.0,159.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,155.0,9377.0,456.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,9544.0
