Bayern Munich,Borussia Dortmund,RB Leipzig,VfB Stuttgart,TSG Hoffenheim,Bayer Leverkusen,SC Freiburg,Eintracht Frankfurt,FC Augsburg,Mainz,1. FC Union Berlin,FC Cologne,Borussia Mönchengladbach,Hamburg SV,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9673.0,319.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,318.0,8270.0,995.0,337.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,1222.0,5310.0,2654.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,167.0,2614.0,4454.0,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,22.0,1074.0,2554.0,6347.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,5503.0,4367.0,113.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4262.0,4937.0,642.0,151.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,230.0,641.0,4824.0,3232.0,411.0,196.0,306.0,94.0,66.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,2834.0,3880.0,1066.0,858.0,728.0,338.0,235.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,1548.0,2045.0,2062.0,1620.0,1060.0,762.0,18.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,676.0,1990.0,2038.0,2050.0,1467.0,1253.0,82.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,325.0,1791.0,1904.0,1888.0,1913.0,1783.0,183.0,24.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,137.0,1523.0,1649.0,1699.0,2216.0,2228.0,403.0,77.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,1057.0,1074.0,1356.0,2320.0,3017.0,908.0,225.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,114.0,214.0,344.0,577.0,645.0,5914.0,2160.0,29.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,13.0,10.0,2413.0,7161.0,392.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,346.0,9579.0
