Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Osasuna,Espanyol,Girona,Athletic Club,Rayo Vallecano,Valencia,Mallorca,Sevilla,Alavés,Elche,Levante,Real Oviedo
9923.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,9843.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,80.0,8908.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1012.0,8955.0,25.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,30.0,6171.0,2159.0,1172.0,315.0,79.0,27.0,36.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,2325.0,3875.0,2145.0,919.0,332.0,105.0,184.0,83.0,12.0,9.0,5.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1022.0,2321.0,2853.0,1714.0,885.0,318.0,453.0,243.0,97.0,42.0,31.0,12.0,4.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,328.0,1009.0,1771.0,2432.0,1683.0,726.0,930.0,522.0,265.0,89.0,157.0,42.0,28.0,18.0,0.0,0.0
0.0,0.0,0.0,0.0,92.0,386.0,978.0,1809.0,1844.0,1229.0,1418.0,911.0,510.0,265.0,325.0,88.0,91.0,53.0,1.0,0.0
0.0,0.0,0.0,0.0,26.0,140.0,541.0,1186.0,1552.0,1471.0,1543.0,1214.0,833.0,415.0,560.0,168.0,213.0,133.0,4.0,1.0
0.0,0.0,0.0,0.0,8.0,73.0,269.0,749.0,1313.0,1462.0,1428.0,1435.0,954.0,639.0,795.0,299.0,342.0,224.0,9.0,1.0
0.0,0.0,0.0,0.0,3.0,21.0,142.0,460.0,942.0,1332.0,1181.0,1389.0,1197.0,900.0,977.0,440.0,560.0,440.0,16.0,0.0
0.0,0.0,0.0,0.0,0.0,7.0,72.0,196.0,621.0,1127.0,978.0,1366.0,1305.0,1039.0,1137.0,693.0,825.0,596.0,35.0,3.0
0.0,0.0,0.0,0.0,0.0,2.0,34.0,133.0,387.0,871.0,735.0,1089.0,1214.0,1275.0,1275.0,959.0,1039.0,896.0,79.0,12.0
0.0,0.0,0.0,0.0,0.0,2.0,17.0,57.0,193.0,582.0,536.0,792.0,1147.0,1455.0,1337.0,1210.0,1283.0,1212.0,151.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,103.0,431.0,300.0,521.0,1029.0,1398.0,1229.0,1626.0,1519.0,1452.0,301.0,65.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,55.0,225.0,182.0,301.0,799.0,1315.0,1065.0,1869.0,1618.0,1766.0,608.0,191.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,80.0,84.0,116.0,501.0,929.0,806.0,1794.0,1778.0,2048.0,1343.0,509.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,9.0,124.0,212.0,258.0,719.0,580.0,923.0,5187.0,1962.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,16.0,43.0,80.0,119.0,233.0,2266.0,7230.0
