Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,Bayer Leverkusen,TSG Hoffenheim,Eintracht Frankfurt,SC Freiburg,Mainz,FC Augsburg,1. FC Union Berlin,Hamburg SV,FC Cologne,Borussia Mönchengladbach,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9925.0,14.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,70.0,3220.0,5586.0,873.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,3921.0,3247.0,1839.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1871.0,902.0,4483.0,2742.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,974.0,204.0,2804.0,6007.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,11.0,6214.0,3708.0,32.0,25.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3541.0,5846.0,345.0,161.0,70.0,21.0,6.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,220.0,396.0,4267.0,2200.0,1437.0,377.0,596.0,474.0,29.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.0,44.0,2343.0,2605.0,1837.0,868.0,1279.0,885.0,116.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1433.0,1922.0,1917.0,1418.0,1769.0,1222.0,264.0,51.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,1339.0,1725.0,1884.0,1958.0,1577.0,564.0,111.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,930.0,1471.0,2065.0,1888.0,1924.0,1003.0,281.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,615.0,1148.0,1912.0,1494.0,2203.0,1769.0,595.0,19.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,189.0,343.0,1193.0,760.0,1374.0,4297.0,1651.0,130.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,45.0,260.0,248.0,325.0,1885.0,6094.0,965.0,160.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,73.0,1088.0,6934.0,1897.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,1946.0,7936.0
