Coventry City,Ipswich Town,Millwall,Southampton,Middlesbrough,Hull City,Wrexham,Derby County,Norwich City,Bristol City,Queens Park Rangers,Watford,Preston North End,Swansea City,Birmingham City,Stoke City,Sheffield United,Charlton Athletic,Portsmouth,Blackburn Rovers,West Bromwich Albion,Oxford United,Leicester City,Sheffield Wednesday
9946.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,7315.0,841.0,905.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1512.0,2885.0,2757.0,2818.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,733.0,2999.0,2911.0,3206.0,147.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,373.0,3039.0,3045.0,2871.0,615.0,41.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.0,233.0,373.0,209.0,7005.0,974.0,1147.0,43.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,9.0,10.0,1703.0,3998.0,3727.0,385.0,45.0,44.0,9.0,9.0,22.0,28.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,461.0,3908.0,3511.0,1078.0,273.0,231.0,65.0,44.0,137.0,228.0,23.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,40.0,849.0,1026.0,2897.0,1507.0,735.0,380.0,304.0,673.0,1170.0,195.0,222.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,181.0,376.0,1855.0,1584.0,1149.0,763.0,615.0,947.0,1538.0,403.0,574.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,138.0,1243.0,1404.0,1335.0,1014.0,815.0,1152.0,1390.0,619.0,821.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,888.0,1390.0,1319.0,1193.0,892.0,1175.0,1275.0,820.0,921.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,622.0,1187.0,1343.0,1289.0,1091.0,1158.0,1089.0,986.0,1072.0,122.0,34.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,444.0,907.0,1200.0,1338.0,1255.0,1231.0,980.0,1094.0,1298.0,189.0,63.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,779.0,1096.0,1308.0,1430.0,1265.0,866.0,1318.0,1220.0,307.0,110.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,612.0,914.0,1207.0,1447.0,1057.0,726.0,1715.0,1342.0,561.0,225.0,1.0,25.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,260.0,565.0,1127.0,1642.0,806.0,522.0,1705.0,1662.0,1014.0,481.0,28.0,118.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,65.0,299.0,424.0,366.0,163.0,906.0,667.0,4135.0,1946.0,191.0,679.0,85.0,17.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,31.0,11.0,25.0,199.0,145.0,2191.0,3412.0,1025.0,2275.0,528.0,148.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,11.0,954.0,2016.0,2272.0,3213.0,1128.0,392.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,359.0,1102.0,3436.0,2070.0,2197.0,834.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,471.0,2225.0,1284.0,3979.0,1975.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,119.0,822.0,335.0,2083.0,6634.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
