Palmeiras,Flamengo,Athletico Paranaense,Fluminense,Bahia,Cruzeiro,Coritiba,Atlético-MG,Red Bull Bragantino,Corinthians,São Paulo,Botafogo,Vitória,Santos,Grêmio,Mirassol,Vasco da Gama,Internacional,Remo,Chapecoense
3668.0,6273.0,53.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5905.0,3539.0,477.0,60.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376.0,178.0,6281.0,1870.0,246.0,768.0,42.0,171.0,35.0,4.0,7.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,10.0,2093.0,3882.0,895.0,1812.0,187.0,649.0,249.0,21.0,29.0,123.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
6.0,0.0,676.0,2095.0,1764.0,2393.0,500.0,1318.0,637.0,86.0,121.0,378.0,2.0,14.0,6.0,0.0,3.0,1.0,0.0,0.0
0.0,0.0,276.0,1023.0,1969.0,1842.0,916.0,1785.0,977.0,221.0,233.0,665.0,9.0,42.0,30.0,11.0,1.0,0.0,0.0,0.0
0.0,0.0,94.0,576.0,1734.0,1289.0,1169.0,1766.0,1324.0,408.0,423.0,955.0,21.0,117.0,73.0,42.0,6.0,3.0,0.0,0.0
0.0,0.0,30.0,258.0,1251.0,815.0,1478.0,1472.0,1592.0,707.0,702.0,1238.0,72.0,162.0,117.0,68.0,25.0,13.0,0.0,0.0
0.0,0.0,12.0,127.0,864.0,493.0,1531.0,1053.0,1596.0,1021.0,972.0,1386.0,127.0,335.0,229.0,166.0,61.0,23.0,4.0,0.0
0.0,0.0,7.0,60.0,589.0,308.0,1444.0,762.0,1268.0,1357.0,1214.0,1364.0,216.0,517.0,380.0,309.0,125.0,72.0,8.0,0.0
0.0,0.0,1.0,32.0,346.0,165.0,1108.0,493.0,897.0,1520.0,1486.0,1279.0,408.0,790.0,579.0,446.0,249.0,185.0,16.0,0.0
0.0,0.0,0.0,10.0,211.0,64.0,747.0,268.0,649.0,1474.0,1538.0,984.0,623.0,1100.0,906.0,685.0,372.0,322.0,47.0,0.0
0.0,0.0,0.0,1.0,81.0,24.0,443.0,170.0,380.0,1145.0,1169.0,689.0,934.0,1418.0,1288.0,1015.0,590.0,549.0,104.0,0.0
0.0,0.0,0.0,1.0,29.0,14.0,233.0,54.0,210.0,874.0,844.0,451.0,1166.0,1425.0,1393.0,1365.0,937.0,834.0,170.0,0.0
0.0,0.0,0.0,0.0,10.0,1.0,110.0,24.0,113.0,541.0,572.0,254.0,1403.0,1335.0,1436.0,1470.0,1224.0,1178.0,328.0,1.0
0.0,0.0,0.0,0.0,6.0,0.0,61.0,10.0,48.0,321.0,334.0,131.0,1566.0,1120.0,1326.0,1502.0,1499.0,1458.0,618.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,21.0,197.0,235.0,56.0,1511.0,864.0,1080.0,1387.0,1688.0,1842.0,1092.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,85.0,94.0,24.0,1316.0,514.0,757.0,1038.0,1906.0,2071.0,2157.0,23.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,1.0,624.0,244.0,397.0,485.0,1300.0,1433.0,5330.0,142.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,14.0,16.0,126.0,9830.0
