Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,499.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,466.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,33.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,448.0,20.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.0,225.0,93.0,28.0,89.0,17.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.0,122.0,145.0,37.0,146.0,34.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,72.0,110.0,83.0,112.0,70.0,13.0,19.0,1.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,35.0,63.0,133.0,60.0,118.0,33.0,31.0,4.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,15.0,48.0,97.0,38.0,112.0,47.0,47.0,12.0,39.0,24.0,10.0,7.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,14.0,64.0,19.0,77.0,63.0,69.0,31.0,76.0,50.0,27.0,6.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.0,4.0,26.0,11.0,42.0,77.0,78.0,33.0,81.0,70.0,57.0,14.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,17.0,8.0,22.0,70.0,60.0,65.0,76.0,91.0,52.0,23.0,10.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,4.0,73.0,47.0,82.0,65.0,91.0,75.0,36.0,6.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,54.0,61.0,91.0,43.0,75.0,60.0,68.0,34.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,44.0,98.0,42.0,48.0,92.0,94.0,27.0,19.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,64.0,37.0,29.0,90.0,123.0,69.0,41.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,14.0,12.0,11.0,27.0,98.0,193.0,123.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,8.0,28.0,144.0,278.0,35.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,27.0,459.0
