Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Osasuna,Espanyol,Girona,Athletic Club,Rayo Vallecano,Valencia,Mallorca,Sevilla,Alavés,Elche,Levante,Real Oviedo
9920.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,9845.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,75.0,9063.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,861.0,9098.0,29.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,38.0,6163.0,1955.0,1444.0,263.0,63.0,18.0,43.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,2289.0,3957.0,2287.0,750.0,300.0,112.0,186.0,85.0,18.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1078.0,2446.0,2870.0,1580.0,841.0,326.0,449.0,255.0,62.0,33.0,31.0,17.0,9.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,303.0,982.0,1659.0,2529.0,1673.0,760.0,911.0,618.0,204.0,122.0,150.0,41.0,24.0,24.0,0.0,0.0
0.0,0.0,0.0,0.0,104.0,385.0,850.0,1959.0,1805.0,1192.0,1460.0,1007.0,469.0,220.0,310.0,89.0,77.0,73.0,0.0,0.0
0.0,0.0,0.0,0.0,22.0,174.0,452.0,1218.0,1628.0,1439.0,1631.0,1283.0,699.0,391.0,542.0,169.0,195.0,156.0,1.0,0.0
0.0,0.0,0.0,0.0,7.0,59.0,222.0,787.0,1338.0,1414.0,1471.0,1487.0,977.0,595.0,771.0,288.0,307.0,273.0,4.0,0.0
0.0,0.0,0.0,0.0,4.0,21.0,107.0,449.0,942.0,1332.0,1220.0,1414.0,1182.0,856.0,1000.0,468.0,533.0,451.0,20.0,1.0
0.0,0.0,0.0,0.0,1.0,9.0,70.0,278.0,617.0,1139.0,902.0,1278.0,1241.0,1113.0,1167.0,680.0,819.0,646.0,38.0,2.0
0.0,0.0,0.0,0.0,0.0,4.0,24.0,117.0,391.0,912.0,670.0,970.0,1308.0,1303.0,1306.0,928.0,1119.0,862.0,78.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.0,210.0,660.0,450.0,738.0,1213.0,1425.0,1338.0,1275.0,1290.0,1168.0,150.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,115.0,413.0,310.0,463.0,1026.0,1478.0,1183.0,1651.0,1555.0,1455.0,255.0,77.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,202.0,201.0,275.0,873.0,1250.0,1089.0,1912.0,1633.0,1793.0,545.0,157.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,64.0,88.0,111.0,604.0,969.0,798.0,1786.0,1719.0,2009.0,1345.0,495.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,7.0,109.0,221.0,261.0,627.0,593.0,850.0,5266.0,2043.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,19.0,47.0,66.0,127.0,237.0,2298.0,7191.0
