Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Brighton & Hove Albion,Sunderland,AFC Bournemouth,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
8111.0,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889.0,8099.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,4821.0,3551.0,1412.0,160.0,15.0,11.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3130.0,3672.0,2341.0,569.0,72.0,69.0,118.0,17.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1432.0,2034.0,3472.0,1651.0,316.0,334.0,556.0,104.0,61.0,32.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,402.0,560.0,1604.0,2848.0,1003.0,979.0,1575.0,469.0,305.0,162.0,42.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,136.0,128.0,630.0,1773.0,1643.0,1608.0,1980.0,758.0,660.0,423.0,94.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,57.0,41.0,317.0,1230.0,1774.0,1716.0,1710.0,1028.0,983.0,657.0,170.0,315.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11.0,7.0,154.0,765.0,1663.0,1637.0,1430.0,1302.0,1340.0,903.0,282.0,492.0,14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,1.0,51.0,511.0,1362.0,1383.0,1047.0,1523.0,1571.0,1176.0,516.0,816.0,38.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,14.0,289.0,987.0,1047.0,752.0,1712.0,1524.0,1515.0,851.0,1221.0,85.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,144.0,676.0,736.0,454.0,1561.0,1493.0,1770.0,1332.0,1607.0,217.0,5.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,43.0,334.0,346.0,252.0,999.0,1127.0,1793.0,2268.0,2219.0,565.0,42.0,8.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,14.0,143.0,122.0,94.0,476.0,715.0,1296.0,3085.0,2310.0,1500.0,168.0,67.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,12.0,12.0,15.0,49.0,207.0,261.0,1209.0,705.0,5781.0,1159.0,394.0,193.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,135.0,87.0,1372.0,5158.0,1785.0,1447.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,366.0,2455.0,4090.0,3072.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.0,1010.0,3656.0,5266.0,5.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7476.0,2516.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518.0,7482.0
