Coventry City,Ipswich Town,Millwall,Southampton,Middlesbrough,Hull City,Wrexham,Derby County,Norwich City,Bristol City,Queens Park Rangers,Watford,Preston North End,Swansea City,Birmingham City,Stoke City,Sheffield United,Charlton Athletic,Portsmouth,Blackburn Rovers,West Bromwich Albion,Oxford United,Leicester City,Sheffield Wednesday
9947.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,7372.0,772.0,890.0,910.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1473.0,2955.0,2753.0,2781.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,713.0,3056.0,2867.0,3212.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,377.0,2970.0,3109.0,2854.0,625.0,52.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,245.0,368.0,233.0,6979.0,970.0,1133.0,55.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,13.0,10.0,1701.0,4088.0,3695.0,333.0,49.0,48.0,9.0,4.0,19.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,467.0,3741.0,3609.0,1117.0,259.0,215.0,67.0,69.0,157.0,233.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,37.0,890.0,1055.0,2919.0,1446.0,763.0,391.0,297.0,660.0,1086.0,205.0,248.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,203.0,310.0,1823.0,1634.0,1172.0,763.0,562.0,917.0,1578.0,460.0,560.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,46.0,129.0,1220.0,1470.0,1292.0,1036.0,824.0,1116.0,1416.0,615.0,799.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,46.0,889.0,1341.0,1329.0,1125.0,916.0,1139.0,1362.0,831.0,948.0,57.0,10.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,698.0,1189.0,1295.0,1348.0,999.0,1225.0,1150.0,953.0,1015.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,434.0,941.0,1220.0,1375.0,1259.0,1254.0,952.0,1064.0,1241.0,194.0,63.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,740.0,1086.0,1241.0,1453.0,1228.0,853.0,1395.0,1348.0,286.0,121.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,584.0,937.0,1229.0,1530.0,1128.0,686.0,1637.0,1307.0,535.0,201.0,0.0,21.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,312.0,557.0,1091.0,1627.0,859.0,482.0,1651.0,1676.0,1076.0,480.0,16.0,117.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,82.0,304.0,429.0,272.0,153.0,940.0,660.0,4179.0,1928.0,215.0,720.0,68.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,29.0,26.0,23.0,202.0,136.0,2168.0,3392.0,1021.0,2312.0,520.0,150.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,18.0,911.0,2080.0,2204.0,3166.0,1207.0,395.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,367.0,1092.0,3525.0,2149.0,2040.0,822.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,490.0,2215.0,1210.0,3961.0,2055.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,112.0,804.0,302.0,2202.0,6569.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
