Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,Bayer Leverkusen,TSG Hoffenheim,Eintracht Frankfurt,SC Freiburg,Mainz,FC Augsburg,1. FC Union Berlin,Hamburg SV,FC Cologne,Borussia Mönchengladbach,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9909.0,24.0,64.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,87.0,3144.0,5636.0,896.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,3946.0,3158.0,1913.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1862.0,925.0,4452.0,2761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1024.0,217.0,2734.0,6005.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,17.0,6257.0,3664.0,30.0,19.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3512.0,5878.0,332.0,175.0,67.0,19.0,6.0,11.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,205.0,405.0,4301.0,2205.0,1409.0,353.0,582.0,509.0,29.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,2412.0,2574.0,1835.0,922.0,1189.0,884.0,120.0,11.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1384.0,1891.0,1898.0,1475.0,1820.0,1203.0,279.0,45.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,790.0,1284.0,1757.0,1921.0,1993.0,1526.0,607.0,120.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,987.0,1519.0,2053.0,1850.0,1836.0,999.0,276.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,622.0,1097.0,1858.0,1541.0,2300.0,1759.0,596.0,17.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,229.0,374.0,1152.0,741.0,1379.0,4302.0,1656.0,100.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,36.0,246.0,274.0,347.0,1845.0,6141.0,975.0,115.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,59.0,1049.0,6932.0,1952.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,1969.0,7926.0
