AZ Alkmaar,PSV Eindhoven,Feyenoord Rotterdam,Ajax Amsterdam,Go Ahead Eagles,Fortuna Sittard,NEC Nijmegen,Excelsior,FC Twente,FC Groningen,Heerenveen,Sparta Rotterdam,Telstar,PEC Zwolle,Willem II,ADO Den Haag,FC Utrecht,SC Cambuur
479.0,8014.0,519.0,690.0,12.0,1.0,251.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0
1968.0,1375.0,2192.0,2768.0,64.0,15.0,1364.0,46.0,0.0,63.0,54.0,0.0,1.0,0.0,53.0,30.0,7.0,0.0
2229.0,423.0,2299.0,2360.0,235.0,51.0,1794.0,108.0,0.0,147.0,179.0,0.0,12.0,0.0,87.0,57.0,19.0,0.0
2072.0,131.0,1999.0,1867.0,464.0,121.0,2044.0,302.0,0.0,335.0,348.0,3.0,33.0,1.0,130.0,86.0,64.0,0.0
1505.0,47.0,1434.0,1247.0,885.0,307.0,2005.0,655.0,0.0,597.0,740.0,13.0,83.0,1.0,172.0,150.0,159.0,0.0
859.0,9.0,811.0,537.0,1457.0,602.0,1141.0,1142.0,0.0,1159.0,1179.0,33.0,208.0,6.0,272.0,220.0,365.0,0.0
428.0,0.0,372.0,290.0,1607.0,799.0,651.0,1364.0,0.0,1441.0,1400.0,64.0,390.0,17.0,309.0,265.0,603.0,0.0
236.0,1.0,198.0,145.0,1427.0,1072.0,363.0,1311.0,0.0,1433.0,1467.0,129.0,565.0,43.0,370.0,342.0,898.0,0.0
129.0,0.0,88.0,55.0,1268.0,1277.0,223.0,1302.0,0.0,1326.0,1270.0,247.0,816.0,101.0,398.0,394.0,1106.0,0.0
54.0,0.0,48.0,22.0,976.0,1422.0,109.0,1168.0,0.0,1148.0,1136.0,435.0,1068.0,181.0,430.0,483.0,1320.0,0.0
25.0,0.0,24.0,15.0,720.0,1379.0,33.0,994.0,0.0,960.0,897.0,755.0,1379.0,357.0,546.0,538.0,1378.0,0.0
8.0,0.0,11.0,3.0,495.0,1183.0,11.0,717.0,0.0,639.0,650.0,1221.0,1627.0,655.0,680.0,694.0,1406.0,0.0
7.0,0.0,3.0,1.0,232.0,888.0,6.0,457.0,0.0,424.0,391.0,1797.0,1494.0,1242.0,913.0,878.0,1267.0,0.0
1.0,0.0,1.0,0.0,104.0,529.0,5.0,289.0,0.0,224.0,189.0,2203.0,1231.0,2084.0,1145.0,1169.0,826.0,0.0
0.0,0.0,1.0,0.0,49.0,292.0,0.0,111.0,0.0,81.0,83.0,1980.0,796.0,2837.0,1659.0,1683.0,428.0,0.0
0.0,0.0,0.0,0.0,5.0,62.0,0.0,32.0,192.0,19.0,15.0,1120.0,297.0,2475.0,2714.0,2915.0,154.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9808.0,0.0,0.0,0.0,0.0,0.0,105.0,87.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
