Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,AFC Bournemouth,Brighton & Hove Albion,Everton,Sunderland,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
6377.0,3623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3623.0,6370.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,5546.0,2756.0,1690.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3056.0,3901.0,2984.0,39.0,4.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1312.0,3159.0,4668.0,439.0,90.0,119.0,146.0,38.0,16.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,74.0,167.0,507.0,3169.0,948.0,1451.0,2137.0,785.0,412.0,285.0,52.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.0,12.0,98.0,2071.0,1503.0,1751.0,2031.0,1209.0,598.0,537.0,149.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0,44.0,1486.0,1679.0,1701.0,1732.0,1401.0,783.0,835.0,231.0,95.0,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,1022.0,1702.0,1502.0,1442.0,1616.0,994.0,1108.0,368.0,201.0,40.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,791.0,1569.0,1347.0,1068.0,1608.0,1268.0,1379.0,540.0,348.0,77.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,534.0,1227.0,1026.0,775.0,1377.0,1574.0,1799.0,856.0,634.0,193.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,298.0,781.0,664.0,421.0,1095.0,1951.0,1841.0,1422.0,1116.0,383.0,27.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,123.0,362.0,304.0,168.0,586.0,1476.0,1309.0,2406.0,2157.0,1005.0,90.0,14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,25.0,128.0,106.0,62.0,235.0,728.0,712.0,2313.0,3117.0,2156.0,329.0,79.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,7.0,20.0,11.0,48.0,185.0,178.0,1439.0,1832.0,4742.0,1204.0,275.0,57.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,9.0,207.0,422.0,1160.0,6231.0,1307.0,647.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,207.0,1744.0,4511.0,3496.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,369.0,3813.0,5790.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7614.0,2386.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.0,7614.0
