Coventry City,Ipswich Town,Millwall,Southampton,Middlesbrough,Hull City,Wrexham,Derby County,Norwich City,Bristol City,Queens Park Rangers,Sheffield United,Watford,Birmingham City,Swansea City,Preston North End,Stoke City,Portsmouth,Charlton Athletic,West Bromwich Albion,Blackburn Rovers,Oxford United,Leicester City,Sheffield Wednesday
9980.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,6335.0,1481.0,1908.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2045.0,3278.0,2983.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1092.0,2868.0,2971.0,3057.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,504.0,2359.0,2102.0,4857.0,150.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,14.0,36.0,132.0,5537.0,2251.0,1903.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,2752.0,3348.0,3446.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1393.0,3756.0,3730.0,1106.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,156.0,622.0,890.0,6017.0,280.0,319.0,592.0,58.0,649.0,320.0,69.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1324.0,1298.0,1185.0,2292.0,326.0,2233.0,683.0,380.0,248.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,1441.0,1452.0,2042.0,532.0,1846.0,1068.0,525.0,524.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,1591.0,1530.0,1639.0,796.0,1446.0,1239.0,642.0,726.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1535.0,1377.0,1198.0,1094.0,1247.0,1414.0,904.0,990.0,95.0,46.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1215.0,1290.0,879.0,1518.0,960.0,1493.0,1212.0,1063.0,223.0,115.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1083.0,1238.0,607.0,1551.0,694.0,1378.0,1450.0,1449.0,290.0,242.0,17.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,948.0,432.0,1828.0,470.0,1195.0,1654.0,1553.0,473.0,315.0,117.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,577.0,256.0,1708.0,339.0,883.0,2407.0,1581.0,827.0,586.0,350.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,71.0,59.0,510.0,109.0,302.0,703.0,1326.0,2418.0,2936.0,1453.0,61.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,74.0,7.0,24.0,53.0,454.0,2756.0,2855.0,3287.0,452.0,32.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,58.0,2380.0,2141.0,3600.0,1559.0,207.0,47.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,675.0,1045.0,5966.0,1485.0,387.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,51.0,128.0,1786.0,6052.0,1968.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,176.0,2224.0,7597.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
