Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Osasuna,Espanyol,Girona,Athletic Club,Rayo Vallecano,Valencia,Mallorca,Sevilla,Alavés,Elche,Levante,Real Oviedo
9917.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,9848.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,69.0,8901.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1031.0,8930.0,25.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,39.0,6268.0,2046.0,1213.0,300.0,56.0,28.0,32.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2236.0,3954.0,2021.0,1008.0,346.0,108.0,186.0,94.0,29.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,985.0,2405.0,2813.0,1753.0,844.0,334.0,466.0,224.0,84.0,45.0,29.0,11.0,4.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,343.0,935.0,1838.0,2489.0,1674.0,774.0,882.0,495.0,232.0,114.0,151.0,27.0,30.0,16.0,0.0,0.0
0.0,0.0,0.0,0.0,92.0,393.0,1019.0,1824.0,1842.0,1179.0,1381.0,906.0,526.0,259.0,327.0,81.0,98.0,72.0,1.0,0.0
0.0,0.0,0.0,0.0,44.0,167.0,538.0,1159.0,1600.0,1417.0,1649.0,1239.0,773.0,410.0,503.0,147.0,221.0,131.0,2.0,0.0
0.0,0.0,0.0,0.0,7.0,58.0,281.0,711.0,1259.0,1451.0,1478.0,1433.0,979.0,666.0,771.0,315.0,368.0,219.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,26.0,151.0,393.0,950.0,1383.0,1149.0,1372.0,1167.0,888.0,1021.0,457.0,589.0,434.0,19.0,1.0
0.0,0.0,0.0,0.0,0.0,5.0,78.0,201.0,629.0,1110.0,925.0,1314.0,1260.0,1088.0,1199.0,689.0,823.0,641.0,34.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,29.0,94.0,406.0,864.0,735.0,1078.0,1300.0,1315.0,1244.0,905.0,1089.0,856.0,71.0,14.0
0.0,0.0,0.0,0.0,0.0,0.0,15.0,53.0,233.0,621.0,500.0,759.0,1199.0,1411.0,1334.0,1273.0,1288.0,1131.0,150.0,33.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,105.0,402.0,355.0,588.0,1031.0,1396.0,1215.0,1606.0,1463.0,1469.0,278.0,80.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,234.0,185.0,321.0,809.0,1299.0,1087.0,1925.0,1584.0,1750.0,592.0,165.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,80.0,70.0,151.0,503.0,902.0,755.0,1819.0,1741.0,2080.0,1377.0,512.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,7.0,11.0,95.0,179.0,301.0,659.0,591.0,965.0,5147.0,2030.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,20.0,55.0,84.0,111.0,233.0,2325.0,7161.0
