Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,499.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,472.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,27.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,451.0,23.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.0,227.0,111.0,24.0,79.0,11.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.0,136.0,139.0,40.0,119.0,44.0,6.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,64.0,96.0,74.0,135.0,80.0,17.0,16.0,3.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,39.0,76.0,124.0,66.0,96.0,18.0,27.0,9.0,21.0,15.0,6.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,38.0,95.0,50.0,118.0,53.0,42.0,12.0,44.0,25.0,13.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,15.0,69.0,18.0,57.0,82.0,74.0,13.0,68.0,69.0,31.0,1.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,8.0,43.0,10.0,47.0,72.0,89.0,39.0,62.0,71.0,45.0,11.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,5.0,25.0,79.0,73.0,60.0,71.0,76.0,69.0,17.0,3.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,19.0,56.0,60.0,85.0,66.0,72.0,78.0,28.0,20.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,43.0,54.0,104.0,70.0,69.0,72.0,56.0,19.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,34.0,105.0,52.0,54.0,81.0,92.0,29.0,15.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,53.0,26.0,27.0,71.0,163.0,84.0,38.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,9.0,10.0,24.0,97.0,217.0,104.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,8.0,34.0,116.0,302.0,30.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,461.0
