Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,499.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,470.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,29.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,464.0,18.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.0,224.0,113.0,23.0,97.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,145.0,122.0,40.0,126.0,50.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,54.0,130.0,97.0,116.0,60.0,11.0,16.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,38.0,62.0,120.0,76.0,97.0,27.0,32.0,7.0,22.0,13.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.0,40.0,101.0,42.0,116.0,48.0,53.0,14.0,35.0,24.0,11.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,13.0,64.0,16.0,77.0,72.0,70.0,28.0,68.0,54.0,28.0,5.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.0,32.0,5.0,44.0,74.0,73.0,48.0,64.0,77.0,55.0,14.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,4.0,31.0,82.0,78.0,52.0,81.0,83.0,46.0,19.0,4.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,64.0,67.0,88.0,69.0,84.0,67.0,35.0,7.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,55.0,47.0,101.0,61.0,61.0,88.0,56.0,10.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,30.0,97.0,44.0,59.0,92.0,94.0,41.0,12.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,50.0,33.0,22.0,78.0,155.0,70.0,40.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,15.0,11.0,24.0,83.0,211.0,128.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,38.0,144.0,270.0,39.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,37.0,452.0
