Bayern Munich,Borussia Dortmund,RB Leipzig,VfB Stuttgart,TSG Hoffenheim,Bayer Leverkusen,SC Freiburg,Eintracht Frankfurt,FC Augsburg,Mainz,1. FC Union Berlin,FC Cologne,Borussia Mönchengladbach,Hamburg SV,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9590.0,406.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,403.0,8863.0,527.0,186.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,687.0,5802.0,2709.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,44.0,2643.0,4650.0,2663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1024.0,2455.0,6518.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,4989.0,4852.0,134.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4726.0,4520.0,594.0,154.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,272.0,582.0,4802.0,3410.0,239.0,208.0,316.0,106.0,65.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,2942.0,3963.0,764.0,886.0,743.0,369.0,272.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,1434.0,1680.0,2234.0,1636.0,1120.0,963.0,21.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,595.0,1905.0,2068.0,2011.0,1574.0,1380.0,67.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,280.0,1822.0,1856.0,1904.0,1941.0,1810.0,179.0,26.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,110.0,1836.0,1508.0,1621.0,2125.0,2272.0,398.0,91.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,1587.0,1040.0,1367.0,2210.0,2612.0,907.0,244.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,166.0,194.0,387.0,543.0,611.0,5717.0,2350.0,29.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,8.0,14.0,2611.0,6995.0,351.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,285.0,9620.0
